name,has_image,has_label,label_shape,label_plane_shape,label_dtype,label_compression,label_bytes,label_header_error,image_shape,image_plane_shape,image_dtype,image_compression,image_bytes,image_header_error,shape,dtype,values,value_fractions_0,value_fractions_1,n_values,foreground_fraction,border_touch_fraction,per_class_1,surface_class,surface_fraction,surface_thickness_median,surface_thickness_p95,surface_components,surface_fragment_fraction,surface_worst_planarity
s1_z5760_y3456_x4032,True,True,"[172, 172, 172]",,uint8,LZW,243168,,"[172, 172, 172]",,uint8,LZW,5187145,,"[172, 172, 172]",uint8,"[0, 1]",0.7618959651351453,0.23810403486485468,2,0.23810403486485468,0.034974165965103415,"{'fraction': 0.23810403486485468, 'border_touch_fraction': 0.034974165965103415, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.142359972000122, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.10390234239587975, 'fragment_fraction': 0.0, 'median_planarity': 0.003058372872885147, 'worst_planarity': 0.014689722936418516}}",1,0.23810403486485468,4.0,6.0,14,0.0,0.014689722936418516
s1_z5760_y3456_x4224,True,True,"[172, 172, 172]",,uint8,LZW,257601,,"[172, 172, 172]",,uint8,LZW,5323977,,"[172, 172, 172]",uint8,"[0, 1]",0.7866573462085099,0.21334265379149006,2,0.21334265379149006,0.03217718037220554,"{'fraction': 0.21334265379149006, 'border_touch_fraction': 0.03217718037220554, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.23757004737854, 'saturated': 0.0}, 'components': {'n_components': 18, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.12166365906614234, 'fragment_fraction': 2.6713756571353824e-05, 'median_planarity': 0.003667445156672675, 'worst_planarity': 0.007073321415452756}}",1,0.21334265379149006,4.0,6.0,18,2.6713756571353824e-05,0.007073321415452756
s1_z5760_y3456_x4416,True,True,"[172, 172, 172]",,uint8,LZW,265300,,"[172, 172, 172]",,uint8,LZW,5547429,,"[172, 172, 172]",uint8,"[0, 1]",0.8147248434100142,0.18527515658998578,2,0.18527515658998578,0.034306607280939115,"{'fraction': 0.18527515658998578, 'border_touch_fraction': 0.034306607280939115, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.470360040664673, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.18560019856528098, 'fragment_fraction': 0.0, 'median_planarity': 0.0052457574422980265, 'worst_planarity': 0.03784305799212409}}",1,0.18527515658998578,4.0,6.0,12,0.0,0.03784305799212409
s1_z5760_y3456_x4608,True,True,"[172, 172, 172]",,uint8,LZW,286821,,"[172, 172, 172]",,uint8,LZW,5774072,,"[172, 172, 172]",uint8,"[0, 1]",0.8442281418617229,0.15577185813827713,2,0.15577185813827713,0.0383227126667062,"{'fraction': 0.15577185813827713, 'border_touch_fraction': 0.0383227126667062, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.6641900539398193, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.20726385470272016, 'fragment_fraction': 0.0, 'median_planarity': 0.008898979910035116, 'worst_planarity': 0.05467762457071903}}",1,0.15577185813827713,4.0,6.0,11,0.0,0.05467762457071903
s1_z5760_y3456_x4800,True,True,"[172, 172, 172]",,uint8,LZW,302381,,"[172, 172, 172]",,uint8,LZW,5969253,,"[172, 172, 172]",uint8,"[0, 1]",0.8297710814771027,0.17022891852289734,2,0.17022891852289734,0.03473327784197894,"{'fraction': 0.17022891852289734, 'border_touch_fraction': 0.03473327784197894, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.7415099143981934, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.18721289862283697, 'fragment_fraction': 0.0, 'median_planarity': 0.00612612331455324, 'worst_planarity': 0.03513705702363505}}",1,0.17022891852289734,4.0,6.0,11,0.0,0.03513705702363505
s1_z5760_y3648_x3648,True,True,"[172, 172, 172]",,uint8,LZW,162241,,"[172, 172, 172]",,uint8,LZW,5019579,,"[172, 172, 172]",uint8,"[0, 1]",0.7752652675236142,0.22473473247638573,2,0.22473473247638573,0.03479774841699233,"{'fraction': 0.22473473247638573, 'border_touch_fraction': 0.03479774841699233, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.2970099449157715, 'saturated': 0.0}, 'components': {'n_components': 19, 'n_components_ge_min_size': 16, 'largest_component_fraction': 0.1196046350359538, 'fragment_fraction': 2.623407263864926e-06, 'median_planarity': 0.0025713595853299295, 'worst_planarity': 0.009208865358923901}}",1,0.22473473247638573,4.0,6.0,19,2.623407263864926e-06,0.009208865358923901
s1_z5760_y3648_x3840,True,True,"[172, 172, 172]",,uint8,LZW,144275,,"[172, 172, 172]",,uint8,LZW,5043393,,"[172, 172, 172]",uint8,"[0, 1]",0.794157471983599,0.20584252801640107,2,0.20584252801640107,0.03728020973459523,"{'fraction': 0.20584252801640107, 'border_touch_fraction': 0.03728020973459523, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.3540899753570557, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.131605403377254, 'fragment_fraction': 0.0, 'median_planarity': 0.0023250926519810316, 'worst_planarity': 0.012293525278949023}}",1,0.20584252801640107,4.0,6.0,12,0.0,0.012293525278949023
s1_z5760_y3648_x4032,True,True,"[172, 172, 172]",,uint8,LZW,193806,,"[172, 172, 172]",,uint8,LZW,5198677,,"[172, 172, 172]",uint8,"[0, 1]",0.7976072468461897,0.20239275315381036,2,0.20239275315381036,0.03510751409165279,"{'fraction': 0.20239275315381036, 'border_touch_fraction': 0.03510751409165279, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.582050085067749, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.14327411845241853, 'fragment_fraction': 0.0, 'median_planarity': 0.0020792743438487874, 'worst_planarity': 0.009253122051483131}}",1,0.20239275315381036,4.0,6.0,12,0.0,0.009253122051483131
s1_z5760_y3648_x4224,True,True,"[172, 172, 172]",,uint8,LZW,227526,,"[172, 172, 172]",,uint8,LZW,5342473,,"[172, 172, 172]",uint8,"[0, 1]",0.7817910294062158,0.2182089705937842,2,0.2182089705937842,0.033479684242285056,"{'fraction': 0.2182089705937842, 'border_touch_fraction': 0.033479684242285056, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.6821699142456055, 'saturated': 0.0}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.13805618974282768, 'fragment_fraction': 0.0, 'median_planarity': 0.002452077626290714, 'worst_planarity': 0.010925190727225817}}",1,0.2182089705937842,4.0,6.0,13,0.0,0.010925190727225817
s1_z5760_y3648_x4416,True,True,"[172, 172, 172]",,uint8,LZW,207635,,"[172, 172, 172]",,uint8,LZW,5308741,,"[172, 172, 172]",uint8,"[0, 1]",0.8003984712037934,0.19960152879620663,2,0.19960152879620663,0.035499014435904856,"{'fraction': 0.19960152879620663, 'border_touch_fraction': 0.035499014435904856, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.4877099990844727, 'saturated': 0.0}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.14330161018133986, 'fragment_fraction': 0.0, 'median_planarity': 0.006860944415716273, 'worst_planarity': 0.029773041927045284}}",1,0.19960152879620663,4.0,6.0,13,0.0,0.029773041927045284
s1_z576_y1728_x4032,True,True,"[172, 172, 172]",,uint8,LZW,179496,,"[172, 172, 172]",,uint8,LZW,5332961,,"[172, 172, 172]",uint8,"[0, 1]",0.8134696473266505,0.18653035267334953,2,0.18653035267334953,0.036985724068903755,"{'fraction': 0.18653035267334953, 'border_touch_fraction': 0.036985724068903755, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.1635499000549316, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.13139124479797715, 'fragment_fraction': 0.0, 'median_planarity': 0.008262278020756329, 'worst_planarity': 0.011627115108481693}}",1,0.18653035267334953,4.0,6.0,11,0.0,0.011627115108481693
s1_z576_y1728_x4224,True,True,"[172, 172, 172]",,uint8,LZW,237765,,"[172, 172, 172]",,uint8,LZW,5261111,,"[172, 172, 172]",uint8,"[0, 1]",0.7735783091425912,0.2264216908574088,2,0.2264216908574088,0.03240158488371588,"{'fraction': 0.2264216908574088, 'border_touch_fraction': 0.03240158488371588, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.1467199325561523, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.10746310111228285, 'fragment_fraction': 0.0, 'median_planarity': 0.004670837068485931, 'worst_planarity': 0.02100025048300765}}",1,0.2264216908574088,4.0,6.0,14,0.0,0.02100025048300765
s1_z576_y1920_x3456,True,True,"[172, 172, 172]",,uint8,LZW,269149,,"[172, 172, 172]",,uint8,LZW,5380933,,"[172, 172, 172]",uint8,"[0, 1]",0.7366996773868968,0.26330032261310327,2,0.26330032261310327,0.034005329193381055,"{'fraction': 0.26330032261310327, 'border_touch_fraction': 0.034005329193381055, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.148780107498169, 'saturated': 0.0}, 'components': {'n_components': 20, 'n_components_ge_min_size': 17, 'largest_component_fraction': 0.09371244747311146, 'fragment_fraction': 3.731928137991775e-06, 'median_planarity': 0.003204537278303334, 'worst_planarity': 0.007149171789606142}}",1,0.26330032261310327,4.0,6.0,20,3.731928137991775e-06,0.007149171789606142
s1_z576_y1920_x3648,True,True,"[172, 172, 172]",,uint8,LZW,253459,,"[172, 172, 172]",,uint8,LZW,5428556,,"[172, 172, 172]",uint8,"[0, 1]",0.7590076581307307,0.24099234186926938,2,0.24099234186926938,0.03460637360074437,"{'fraction': 0.24099234186926938, 'border_touch_fraction': 0.03460637360074437, 'thickness': {'median': 2.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.111069917678833, 'saturated': 0.0}, 'components': {'n_components': 19, 'n_components_ge_min_size': 17, 'largest_component_fraction': 0.10285767408179392, 'fragment_fraction': 1.6309528760630755e-06, 'median_planarity': 0.004335301517910988, 'worst_planarity': 0.011240415538307647}}",1,0.24099234186926938,2.0,6.0,19,1.6309528760630755e-06,0.011240415538307647
s1_z576_y2112_x2880,True,True,"[172, 172, 172]",,uint8,LZW,283688,,"[172, 172, 172]",,uint8,LZW,5396643,,"[172, 172, 172]",uint8,"[0, 1]",0.8335856040977524,0.1664143959022476,2,0.1664143959022476,0.0375995965946733,"{'fraction': 0.1664143959022476, 'border_touch_fraction': 0.0375995965946733, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.4299299716949463, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.2089134154708777, 'fragment_fraction': 2.0075792019518394e-05, 'median_planarity': 0.007303841065062749, 'worst_planarity': 0.04551116660036942}}",1,0.1664143959022476,4.0,6.0,12,2.0075792019518394e-05,0.04551116660036942
s1_z576_y2112_x3072,True,True,"[172, 172, 172]",,uint8,LZW,280814,,"[172, 172, 172]",,uint8,LZW,5355282,,"[172, 172, 172]",uint8,"[0, 1]",0.8193319456148516,0.1806680543851485,2,0.1806680543851485,0.03587651742592351,"{'fraction': 0.1806680543851485, 'border_touch_fraction': 0.03587651742592351, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.428960084915161, 'saturated': 0.0}, 'components': {'n_components': 17, 'n_components_ge_min_size': 16, 'largest_component_fraction': 0.18499434364530304, 'fragment_fraction': 1.631640777966323e-05, 'median_planarity': 0.010363701483793793, 'worst_planarity': 0.033403846393007905}}",1,0.1806680543851485,4.0,6.0,17,1.631640777966323e-05,0.033403846393007905
s1_z576_y2112_x4800,True,True,"[172, 172, 172]",,uint8,LZW,317675,,"[172, 172, 172]",,uint8,LZW,5784359,,"[172, 172, 172]",uint8,"[0, 1]",0.8158326468109727,0.18416735318902738,2,0.18416735318902738,0.03279174838815698,"{'fraction': 0.18416735318902738, 'border_touch_fraction': 0.03279174838815698, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.621540069580078, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.1826360596120479, 'fragment_fraction': 0.0, 'median_planarity': 0.039093652974243116, 'worst_planarity': 0.08997912141396404}}",1,0.18416735318902738,4.0,6.0,11,0.0,0.08997912141396404
s1_z576_y2304_x2880,True,True,"[172, 172, 172]",,uint8,LZW,265188,,"[172, 172, 172]",,uint8,LZW,5672233,,"[172, 172, 172]",uint8,"[0, 1]",0.8734557177355453,0.1265442822644547,2,0.1265442822644547,0.035514059330904436,"{'fraction': 0.1265442822644547, 'border_touch_fraction': 0.035514059330904436, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.6054000854492188, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.2379914087906149, 'fragment_fraction': 0.0, 'median_planarity': 0.008162107051740156, 'worst_planarity': 0.019112295091885237}}",1,0.1265442822644547,4.0,6.0,9,0.0,0.019112295091885237
s1_z576_y2304_x3072,True,True,"[172, 172, 172]",,uint8,LZW,303895,,"[172, 172, 172]",,uint8,LZW,5713929,,"[172, 172, 172]",uint8,"[0, 1]",0.8473477571157256,0.15265224288427434,2,0.15265224288427434,0.03487164038451883,"{'fraction': 0.15265224288427434, 'border_touch_fraction': 0.03487164038451883, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.380460023880005, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.17664203882007767, 'fragment_fraction': 0.0, 'median_planarity': 0.00839002243101551, 'worst_planarity': 0.02294861604340363}}",1,0.15265224288427434,4.0,6.0,11,0.0,0.02294861604340363
s1_z576_y2496_x2880,True,True,"[172, 172, 172]",,uint8,LZW,302874,,"[172, 172, 172]",,uint8,LZW,5675733,,"[172, 172, 172]",uint8,"[0, 1]",0.8234540276327871,0.17654597236721295,2,0.17654597236721295,0.033155413566057584,"{'fraction': 0.17654597236721295, 'border_touch_fraction': 0.033155413566057584, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.8684000968933105, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.17692645921110486, 'fragment_fraction': 0.0, 'median_planarity': 0.004541014374499735, 'worst_planarity': 0.02492375918365235}}",1,0.17654597236721295,4.0,6.0,11,0.0,0.02492375918365235
s1_z576_y2496_x3072,True,True,"[172, 172, 172]",,uint8,LZW,324525,,"[172, 172, 172]",,uint8,LZW,5872994,,"[172, 172, 172]",uint8,"[0, 1]",0.8059433839158816,0.19405661608411837,2,0.19405661608411837,0.03288176479345221,"{'fraction': 0.19405661608411837, 'border_touch_fraction': 0.03288176479345221, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.701849937438965, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.1523129848994427, 'fragment_fraction': 0.0, 'median_planarity': 0.003957123015118807, 'worst_planarity': 0.06262541035383862}}",1,0.19405661608411837,4.0,6.0,12,0.0,0.06262541035383862
s1_z576_y2496_x4800,True,True,"[172, 172, 172]",,uint8,LZW,240136,,"[172, 172, 172]",,uint8,LZW,5612463,,"[172, 172, 172]",uint8,"[0, 1]",0.8330895785905643,0.16691042140943566,2,0.16691042140943566,0.037881115958154514,"{'fraction': 0.16691042140943566, 'border_touch_fraction': 0.037881115958154514, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.5054900646209717, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.27612016742904577, 'fragment_fraction': 0.0, 'median_planarity': 0.051718941825175384, 'worst_planarity': 0.08701583758547266}}",1,0.16691042140943566,4.0,6.0,10,0.0,0.08701583758547266
s1_z576_y2688_x3072,True,True,"[172, 172, 172]",,uint8,LZW,305552,,"[172, 172, 172]",,uint8,LZW,5738915,,"[172, 172, 172]",uint8,"[0, 1]",0.8404505656734628,0.1595494343265373,2,0.1595494343265373,0.03476219392776332,"{'fraction': 0.1595494343265373, 'border_touch_fraction': 0.03476219392776332, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.573319911956787, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.18027268281807554, 'fragment_fraction': 0.0, 'median_planarity': 0.00713282118971974, 'worst_planarity': 0.02259363891628066}}",1,0.1595494343265373,4.0,6.0,11,0.0,0.02259363891628066
s1_z576_y2688_x3264,True,True,"[172, 172, 172]",,uint8,LZW,296708,,"[172, 172, 172]",,uint8,LZW,5494272,,"[172, 172, 172]",uint8,"[0, 1]",0.8306552410479581,0.16934475895204196,2,0.16934475895204196,0.03538810400811417,"{'fraction': 0.16934475895204196, 'border_touch_fraction': 0.03538810400811417, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.784169912338257, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.18493168171827384, 'fragment_fraction': 0.0, 'median_planarity': 0.007163708889025282, 'worst_planarity': 0.024494622481212557}}",1,0.16934475895204196,4.0,6.0,12,0.0,0.024494622481212557
s1_z576_y2688_x4416,True,True,"[172, 172, 172]",,uint8,LZW,292848,,"[172, 172, 172]",,uint8,LZW,5698407,,"[172, 172, 172]",uint8,"[0, 1]",0.8133031918573207,0.18669680814267925,2,0.18669680814267925,0.035487480486780486,"{'fraction': 0.18669680814267925, 'border_touch_fraction': 0.035487480486780486, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.9236700534820557, 'saturated': 0.0}, 'components': {'n_components': 13, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.1811879405934966, 'fragment_fraction': 2.7368507479497304e-05, 'median_planarity': 0.028738540608193378, 'worst_planarity': 0.08548466783348439}}",1,0.18669680814267925,4.0,6.0,13,2.7368507479497304e-05,0.08548466783348439
s1_z576_y2688_x4608,True,True,"[172, 172, 172]",,uint8,LZW,250275,,"[172, 172, 172]",,uint8,LZW,5463667,,"[172, 172, 172]",uint8,"[0, 1]",0.8501767140000251,0.14982328599997485,2,0.14982328599997485,0.0384315711047683,"{'fraction': 0.14982328599997485, 'border_touch_fraction': 0.0384315711047683, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.784090042114258, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.24018190690060442, 'fragment_fraction': 0.0, 'median_planarity': 0.04505557178403857, 'worst_planarity': 0.08316894003426083}}",1,0.14982328599997485,4.0,6.0,10,0.0,0.08316894003426083
s1_z576_y2880_x3264,True,True,"[172, 172, 172]",,uint8,LZW,263393,,"[172, 172, 172]",,uint8,LZW,5439904,,"[172, 172, 172]",uint8,"[0, 1]",0.8641220269913341,0.13587797300866591,2,0.13587797300866591,0.03826105570083077,"{'fraction': 0.13587797300866591, 'border_touch_fraction': 0.03826105570083077, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.7983601093292236, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.25220419781084397, 'fragment_fraction': 0.0, 'median_planarity': 0.006235618042404434, 'worst_planarity': 0.011847708958544338}}",1,0.13587797300866591,4.0,6.0,9,0.0,0.011847708958544338
s1_z576_y2880_x3456,True,True,"[172, 172, 172]",,uint8,LZW,268854,,"[172, 172, 172]",,uint8,LZW,5139442,,"[172, 172, 172]",uint8,"[0, 1]",0.8305772211880715,0.16942277881192852,2,0.16942277881192852,0.03288021445332845,"{'fraction': 0.16942277881192852, 'border_touch_fraction': 0.03288021445332845, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.580780029296875, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.17381414431521205, 'fragment_fraction': 0.0, 'median_planarity': 0.005405478583302148, 'worst_planarity': 0.014236068149536858}}",1,0.16942277881192852,4.0,6.0,10,0.0,0.014236068149536858
s1_z576_y2880_x3648,True,True,"[172, 172, 172]",,uint8,LZW,207974,,"[172, 172, 172]",,uint8,LZW,5181029,,"[172, 172, 172]",uint8,"[0, 1]",0.8191548778723886,0.18084512212761142,2,0.18084512212761142,0.03792458550717708,"{'fraction': 0.18084512212761142, 'border_touch_fraction': 0.03792458550717708, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 12.0, 'mean': 3.3727800846099854, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.15054970490784278, 'fragment_fraction': 0.0, 'median_planarity': 0.012859959838824445, 'worst_planarity': 0.03787043941624011}}",1,0.18084512212761142,4.0,6.0,12,0.0,0.03787043941624011
s1_z576_y2880_x3840,True,True,"[172, 172, 172]",,uint8,LZW,150760,,"[172, 172, 172]",,uint8,LZW,5189150,,"[172, 172, 172]",uint8,"[0, 1]",0.818350310350032,0.18164968964996792,2,0.18164968964996792,0.033747153297306653,"{'fraction': 0.18164968964996792, 'border_touch_fraction': 0.033747153297306653, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.4649500846862793, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.15364459085917678, 'fragment_fraction': 0.0, 'median_planarity': 0.00409158741376684, 'worst_planarity': 0.02256253262458412}}",1,0.18164968964996792,4.0,6.0,11,0.0,0.02256253262458412
s1_z576_y2880_x4032,True,True,"[172, 172, 172]",,uint8,LZW,303909,,"[172, 172, 172]",,uint8,LZW,5522632,,"[172, 172, 172]",uint8,"[0, 1]",0.8065404225414115,0.19345957745858855,2,0.19345957745858855,0.03482292421137962,"{'fraction': 0.19345957745858855, 'border_touch_fraction': 0.03482292421137962, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.620189905166626, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.28947114461570345, 'fragment_fraction': 2.031675858306862e-06, 'median_planarity': 0.017999847990543445, 'worst_planarity': 0.03900676754485867}}",1,0.19345957745858855,4.0,6.0,12,2.031675858306862e-06,0.03900676754485867
s1_z576_y2880_x4224,True,True,"[172, 172, 172]",,uint8,LZW,306369,,"[172, 172, 172]",,uint8,LZW,5771479,,"[172, 172, 172]",uint8,"[0, 1]",0.8175425984504509,0.1824574015495491,2,0.1824574015495491,0.037598082774591375,"{'fraction': 0.1824574015495491, 'border_touch_fraction': 0.037598082774591375, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.831540107727051, 'saturated': 0.0}, 'components': {'n_components': 15, 'n_components_ge_min_size': 15, 'largest_component_fraction': 0.17881573632765166, 'fragment_fraction': 0.0, 'median_planarity': 0.018704329889918204, 'worst_planarity': 0.05668237046876182}}",1,0.1824574015495491,4.0,6.0,15,0.0,0.05668237046876182
s1_z576_y2880_x4416,True,True,"[172, 172, 172]",,uint8,LZW,262705,,"[172, 172, 172]",,uint8,LZW,5619509,,"[172, 172, 172]",uint8,"[0, 1]",0.8504054674431182,0.1495945325568818,2,0.1495945325568818,0.039156389088864485,"{'fraction': 0.1495945325568818, 'border_touch_fraction': 0.039156389088864485, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.863039970397949, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.2353797405163399, 'fragment_fraction': 0.0, 'median_planarity': 0.035612317582252556, 'worst_planarity': 0.07934946401625005}}",1,0.1495945325568818,4.0,6.0,10,0.0,0.07934946401625005
s1_z576_y3072_x3840,True,True,"[172, 172, 172]",,uint8,LZW,218267,,"[172, 172, 172]",,uint8,LZW,5028590,,"[172, 172, 172]",uint8,"[0, 1]",0.7461489239941137,0.2538510760058863,2,0.2538510760058863,0.03339299594025894,"{'fraction': 0.2538510760058863, 'border_touch_fraction': 0.03339299594025894, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 3.0765299797058105, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.09797492931839084, 'fragment_fraction': 0.0, 'median_planarity': 0.0037897770465852307, 'worst_planarity': 0.010114837815739122}}",1,0.2538510760058863,2.0,4.0,14,0.0,0.010114837815739122
s1_z576_y3072_x4032,True,True,"[172, 172, 172]",,uint8,LZW,228286,,"[172, 172, 172]",,uint8,LZW,5294086,,"[172, 172, 172]",uint8,"[0, 1]",0.812675299030274,0.18732470096972595,2,0.18732470096972595,0.04034129535287749,"{'fraction': 0.18732470096972595, 'border_touch_fraction': 0.04034129535287749, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.32273006439209, 'saturated': 0.0}, 'components': {'n_components': 15, 'n_components_ge_min_size': 15, 'largest_component_fraction': 0.14211092833343125, 'fragment_fraction': 0.0, 'median_planarity': 0.012506876858868223, 'worst_planarity': 0.03995267712659428}}",1,0.18732470096972595,4.0,6.0,15,0.0,0.03995267712659428
s1_z576_y3072_x4224,True,True,"[172, 172, 172]",,uint8,LZW,281986,,"[172, 172, 172]",,uint8,LZW,5602436,,"[172, 172, 172]",uint8,"[0, 1]",0.8323848450450904,0.16761515495490964,2,0.16761515495490964,0.034420173032978035,"{'fraction': 0.16761515495490964, 'border_touch_fraction': 0.034420173032978035, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.8810598850250244, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.1892482245887858, 'fragment_fraction': 0.0, 'median_planarity': 0.009962636816055654, 'worst_planarity': 0.0393946641503004}}",1,0.16761515495490964,4.0,6.0,10,0.0,0.0393946641503004
s1_z5952_y2112_x3456,True,True,"[172, 172, 172]",,uint8,LZW,190546,,"[172, 172, 172]",,uint8,LZW,5251856,,"[172, 172, 172]",uint8,"[0, 1]",0.7777294766498547,0.22227052335014527,2,0.22227052335014527,0.03618617662765736,"{'fraction': 0.22227052335014527, 'border_touch_fraction': 0.03618617662765736, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.3560800552368164, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.1262745222862357, 'fragment_fraction': 3.8903212344342945e-05, 'median_planarity': 0.00300098961946466, 'worst_planarity': 0.00437986344517981}}",1,0.22227052335014527,4.0,6.0,14,3.8903212344342945e-05,0.00437986344517981
