name,has_image,has_label,label_shape,label_plane_shape,label_dtype,label_compression,label_bytes,label_header_error,image_shape,image_plane_shape,image_dtype,image_compression,image_bytes,image_header_error,shape,dtype,values,value_fractions_0,value_fractions_1,value_fractions_2,n_values,foreground_fraction,border_touch_fraction,per_class_1,per_class_2,surface_class,surface_fraction,surface_thickness_median,surface_thickness_p95,surface_components,surface_fragment_fraction,surface_worst_planarity,surface_junction_fraction
sample_00513,True,True,"[256, 256, 256]",,uint8,NONE,16819802,,"[256, 256, 256]",,uint8,LZW,19233798,,"[256, 256, 256]",uint8,"[0, 1, 2]",0.28448134660720825,0.05154162645339966,0.6639770269393921,3,0.7155186533927917,0.03275595945523691,"{'fraction': 0.05154162645339966, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.737299919128418, 'saturated': 0.0}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.23751944259735755, 'fragment_fraction': 0.0, 'median_planarity': 0.002088691505581842, 'worst_planarity': 0.005562708859726797}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00375, 'junctions': 15, 'radius': 5}}","{'fraction': 0.6639770269393921, 'border_touch_fraction': 0.03529866102150456, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.76632022857666, 'saturated': 0.9337589048739794}, 'skipped': 'thickness saturated for 93% of voxels: a region, not a sheet'}",1,0.05154162645339966,2.0,4.0,6,0.0,0.005562708859726797,0.00375
sample_00514,True,True,"[256, 256, 256]",,uint8,LZW,507608,,"[256, 256, 256]",,uint8,LZW,19406939,,"[256, 256, 256]",uint8,"[0, 1, 2]",0.22801876068115234,0.03578704595565796,0.7361941933631897,3,0.7719812393188477,0.030360193753775567,"{'fraction': 0.03578704595565796, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.743849992752075, 'saturated': 0.0}, 'components': {'n_components': 3, 'n_components_ge_min_size': 3, 'largest_component_fraction': 0.3437501561440823, 'fragment_fraction': 0.0, 'median_planarity': 0.0023432696040152174, 'worst_planarity': 0.003477961989293821}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00225, 'junctions': 9, 'radius': 5}}","{'fraction': 0.7361941933631897, 'border_touch_fraction': 0.03183602942170651, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.8132500648498535, 'saturated': 0.9424100593873239}, 'skipped': 'thickness saturated for 94% of voxels: a region, not a sheet'}",1,0.03578704595565796,2.0,4.0,3,0.0,0.003477961989293821,0.00225
sample_00517,True,True,"[256, 256, 256]",,uint8,NONE,16819802,,"[256, 256, 256]",,uint8,LZW,18948276,,"[256, 256, 256]",uint8,"[0, 1, 2]",0.6863991618156433,0.06768149137496948,0.2459193468093872,3,0.3136008381843567,0.07473672626545018,"{'fraction': 0.06768149137496948, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6863698959350586, 'saturated': 0.0}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.17643484364253148, 'fragment_fraction': 0.0, 'median_planarity': 0.011887886140557864, 'worst_planarity': 0.017958969548340958}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00325, 'junctions': 13, 'radius': 5}}","{'fraction': 0.2459193468093872, 'border_touch_fraction': 0.09530563700694307, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.05171012878418, 'saturated': 0.7347770467216146}, 'skipped': 'thickness saturated for 73% of voxels: a region, not a sheet'}",1,0.06768149137496948,2.0,4.0,6,0.0,0.017958969548340958,0.00325
sample_00520,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,37993779,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.4413255615234375,0.06994375610351562,0.4887306823730469,3,0.5586744384765625,0.033561585618860565,"{'fraction': 0.06994375610351562, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6651999950408936, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.13061991337382636, 'fragment_fraction': 0.0, 'median_planarity': 0.004340693491243675, 'worst_planarity': 0.025089532660190428}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.004, 'junctions': 16, 'radius': 5}}","{'fraction': 0.4887306823730469, 'border_touch_fraction': 0.038364687702762586, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.5523200035095215, 'saturated': 0.8736243833566442}, 'skipped': 'thickness saturated for 87% of voxels: a region, not a sheet'}",1,0.06994375610351562,2.0,4.0,12,0.0,0.025089532660190428,0.004
sample_00521,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36345364,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.3611033020019531,0.0562637939453125,0.5826329040527344,3,0.6388966979980468,0.0293474673742285,"{'fraction': 0.0562637939453125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.707170009613037, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.1683338287268964, 'fragment_fraction': 0.0, 'median_planarity': 0.004790788433401861, 'worst_planarity': 0.028425383439752327}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00175, 'junctions': 7, 'radius': 5}}","{'fraction': 0.5826329040527344, 'border_touch_fraction': 0.03218149862387952, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.702939987182617, 'saturated': 0.9130707220383292}, 'skipped': 'thickness saturated for 91% of voxels: a region, not a sheet'}",1,0.0562637939453125,2.0,4.0,9,0.0,0.028425383439752327,0.00175
sample_00532,True,True,"[320, 320, 320]",,uint8,LZW,805001,,"[320, 320, 320]",,uint8,LZW,34545246,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.33386782836914064,0.04067034912109375,0.6254618225097657,3,0.6661321716308594,0.028147567102329372,"{'fraction': 0.04067034912109375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.688920021057129, 'saturated': 0.0}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.2338855514352218, 'fragment_fraction': 0.0, 'median_planarity': 0.006787079029847768, 'worst_planarity': 0.008431036878381027}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.004, 'junctions': 16, 'radius': 5}}","{'fraction': 0.6254618225097657, 'border_touch_fraction': 0.029977848887343155, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.706130027770996, 'saturated': 0.9127814393788027}, 'skipped': 'thickness saturated for 91% of voxels: a region, not a sheet'}",1,0.04067034912109375,2.0,4.0,7,0.0,0.008431036878381027,0.004
sample_00536,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,33874372,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.3402454528808594,0.04104046630859375,0.6187140808105469,3,0.6597545471191406,0.02841966013250389,"{'fraction': 0.04104046630859375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6730000972747803, 'saturated': 0.0}, 'components': {'n_components': 5, 'n_components_ge_min_size': 5, 'largest_component_fraction': 0.22559402266781875, 'fragment_fraction': 0.0, 'median_planarity': 0.007018457743537719, 'worst_planarity': 0.007976645993706497}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.003, 'junctions': 12, 'radius': 5}}","{'fraction': 0.6187140808105469, 'border_touch_fraction': 0.030304789532891424, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.78665018081665, 'saturated': 0.9382574440208536}, 'skipped': 'thickness saturated for 94% of voxels: a region, not a sheet'}",1,0.04104046630859375,2.0,4.0,5,0.0,0.007976645993706497,0.003
sample_00539,True,True,"[320, 320, 320]",,uint8,LZW,827769,,"[320, 320, 320]",,uint8,LZW,36480293,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.28269329833984375,0.04227700805664063,0.6750296936035156,3,0.7173067016601562,0.026139446287905068,"{'fraction': 0.04227700805664063, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.742189884185791, 'saturated': 0.0}, 'components': {'n_components': 5, 'n_components_ge_min_size': 5, 'largest_component_fraction': 0.23288046989424202, 'fragment_fraction': 0.0, 'median_planarity': 0.017259429744550223, 'worst_planarity': 0.020088707980141784}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0025, 'junctions': 10, 'radius': 5}}","{'fraction': 0.6750296936035156, 'border_touch_fraction': 0.027776555872537616, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.823110103607178, 'saturated': 0.9485473209389796}, 'skipped': 'thickness saturated for 95% of voxels: a region, not a sheet'}",1,0.04227700805664063,2.0,4.0,5,0.0,0.020088707980141784,0.0025
sample_00549,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,37660943,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.31944961547851564,0.058111053466796875,0.6224393310546875,3,0.6805503845214844,0.02755122974940892,"{'fraction': 0.058111053466796875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6859700679779053, 'saturated': 0.0}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.1626077955742699, 'fragment_fraction': 0.0, 'median_planarity': 0.004777762915827072, 'worst_planarity': 0.008845602275655364}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00125, 'junctions': 5, 'radius': 5}}","{'fraction': 0.6224393310546875, 'border_touch_fraction': 0.030123417760618065, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.791039943695068, 'saturated': 0.9393722581757329}, 'skipped': 'thickness saturated for 94% of voxels: a region, not a sheet'}",1,0.058111053466796875,2.0,4.0,7,0.0,0.008845602275655364,0.00125
sample_00550,True,True,"[320, 320, 320]",,uint8,LZW,623417,,"[320, 320, 320]",,uint8,LZW,36553134,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.10986175537109374,0.018247528076171873,0.8718907165527344,3,0.8901382446289062,0.02106414381489335,"{'fraction': 0.018247528076171873, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6673600673675537, 'saturated': 0.0}, 'components': {'n_components': 2, 'n_components_ge_min_size': 2, 'largest_component_fraction': 0.5018204319867544, 'fragment_fraction': 0.0, 'median_planarity': 0.005291879525931011, 'worst_planarity': 0.007210963748539954}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00125, 'junctions': 5, 'radius': 5}}","{'fraction': 0.8718907165527344, 'border_touch_fraction': 0.021504988691855107, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.893670082092285, 'saturated': 0.9665158505662298}, 'skipped': 'thickness saturated for 97% of voxels: a region, not a sheet'}",1,0.018247528076171873,2.0,4.0,2,0.0,0.007210963748539954,0.00125
sample_00553,True,True,"[320, 320, 320]",,uint8,LZW,1006841,,"[320, 320, 320]",,uint8,LZW,37255120,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.389847412109375,0.04600592041015625,0.5641466674804687,3,0.610152587890625,0.030730017985863393,"{'fraction': 0.04600592041015625, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.676340103149414, 'saturated': 0.0}, 'components': {'n_components': 5, 'n_components_ge_min_size': 5, 'largest_component_fraction': 0.20150153695932796, 'fragment_fraction': 0.0, 'median_planarity': 0.0040315175257035945, 'worst_planarity': 0.007306312548518709}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0025, 'junctions': 10, 'radius': 5}}","{'fraction': 0.5641466674804687, 'border_touch_fraction': 0.03323603786181922, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.751780033111572, 'saturated': 0.926809473439245}, 'skipped': 'thickness saturated for 93% of voxels: a region, not a sheet'}",1,0.04600592041015625,2.0,4.0,5,0.0,0.007306312548518709,0.0025
sample_00561,True,True,"[320, 320, 320]",,uint8,LZW,722361,,"[320, 320, 320]",,uint8,LZW,36323261,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2599117431640625,0.03989254760742188,0.7001957092285156,3,0.7400882568359375,0.02533481625578136,"{'fraction': 0.03989254760742188, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.68641996383667, 'saturated': 0.0}, 'components': {'n_components': 5, 'n_components_ge_min_size': 5, 'largest_component_fraction': 0.23495581009471397, 'fragment_fraction': 0.0, 'median_planarity': 0.0023557699805191058, 'worst_planarity': 0.0036434835346607513}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00225, 'junctions': 9, 'radius': 5}}","{'fraction': 0.7001957092285156, 'border_touch_fraction': 0.02677822750536273, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.839009761810303, 'saturated': 0.9529569217032783}, 'skipped': 'thickness saturated for 95% of voxels: a region, not a sheet'}",1,0.03989254760742188,2.0,4.0,5,0.0,0.0036434835346607513,0.00225
sample_00563,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,35112402,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.6029318542480469,0.05795162963867188,0.33911651611328125,3,0.39706814575195315,0.047221113555941226,"{'fraction': 0.05795162963867188, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6868999004364014, 'saturated': 0.0}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.16566129126537224, 'fragment_fraction': 0.0, 'median_planarity': 0.0033800048541176315, 'worst_planarity': 0.02420421607569271}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0055, 'junctions': 22, 'radius': 5}}","{'fraction': 0.33911651611328125, 'border_touch_fraction': 0.05529073079335539, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.476150035858154, 'saturated': 0.8568823191149884}, 'skipped': 'thickness saturated for 86% of voxels: a region, not a sheet'}",1,0.05795162963867188,2.0,4.0,7,0.0,0.02420421607569271,0.0055
sample_00569,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,37578681,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.14213214111328126,0.023663604736328125,0.8342042541503907,3,0.8578678588867188,0.021856512988296876,"{'fraction': 0.023663604736328125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.8056399822235107, 'saturated': 0.0}, 'components': {'n_components': 4, 'n_components_ge_min_size': 4, 'largest_component_fraction': 0.32273548540189756, 'fragment_fraction': 0.0, 'median_planarity': 0.002507338038025478, 'worst_planarity': 0.0033399817408775742}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00325, 'junctions': 13, 'radius': 5}}","{'fraction': 0.8342042541503907, 'border_touch_fraction': 0.022476509687781747, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.904139995574951, 'saturated': 0.9718662069664376}, 'skipped': 'thickness saturated for 97% of voxels: a region, not a sheet'}",1,0.023663604736328125,2.0,4.0,4,0.0,0.0033399817408775742,0.00325
sample_00572,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36239485,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.47386639404296876,0.048395904541015625,0.4777377014160156,3,0.5261336059570313,0.035637335816810174,"{'fraction': 0.048395904541015625, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7631499767303467, 'saturated': 0.0}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.2271015243054614, 'fragment_fraction': 0.0, 'median_planarity': 0.006541404839171151, 'worst_planarity': 0.00957775876916642}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00175, 'junctions': 7, 'radius': 5}}","{'fraction': 0.4777377014160156, 'border_touch_fraction': 0.039247478154696515, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.685800075531006, 'saturated': 0.912456660250411}, 'skipped': 'thickness saturated for 91% of voxels: a region, not a sheet'}",1,0.048395904541015625,2.0,4.0,6,0.0,0.00957775876916642,0.00175
sample_00573,True,True,"[320, 320, 320]",,uint8,LZW,928185,,"[320, 320, 320]",,uint8,LZW,37890550,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2009773864746094,0.034194122314453124,0.7648284912109375,3,0.7990226135253906,0.02346616939572284,"{'fraction': 0.034194122314453124, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7075700759887695, 'saturated': 0.0}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.27934006441922293, 'fragment_fraction': 0.0, 'median_planarity': 0.00237778344005472, 'worst_planarity': 0.005028614536683402}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00475, 'junctions': 19, 'radius': 5}}","{'fraction': 0.7648284912109375, 'border_touch_fraction': 0.02451530011691053, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.810719966888428, 'saturated': 0.9434697688523217}, 'skipped': 'thickness saturated for 94% of voxels: a region, not a sheet'}",1,0.034194122314453124,2.0,4.0,7,0.0,0.005028614536683402,0.00475
sample_00576,True,True,"[320, 320, 320]",,uint8,LZW,632985,,"[320, 320, 320]",,uint8,LZW,37347220,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.16516107177734374,0.022295745849609375,0.8125431823730469,3,0.8348389282226563,0.022459422250371234,"{'fraction': 0.022295745849609375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.780479907989502, 'saturated': 0.0}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.3207598821221839, 'fragment_fraction': 0.0, 'median_planarity': 0.005436565630068875, 'worst_planarity': 0.016707333274313674}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00275, 'junctions': 11, 'radius': 5}}","{'fraction': 0.8125431823730469, 'border_touch_fraction': 0.023075696660502756, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.896790027618408, 'saturated': 0.9710044707284374}, 'skipped': 'thickness saturated for 97% of voxels: a region, not a sheet'}",1,0.022295745849609375,2.0,4.0,7,0.0,0.016707333274313674,0.00275
sample_00577,True,True,"[320, 320, 320]",,uint8,LZW,1414681,,"[320, 320, 320]",,uint8,LZW,37537442,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.7052476196289063,0.07868038940429688,0.21607199096679688,3,0.29475238037109375,0.06361271782230805,"{'fraction': 0.07868038940429688, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.68284010887146, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.12037472669875367, 'fragment_fraction': 0.0, 'median_planarity': 0.007595348876537108, 'worst_planarity': 0.015397470939535213}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00325, 'junctions': 13, 'radius': 5}}","{'fraction': 0.21607199096679688, 'border_touch_fraction': 0.0867766336400411, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.099370002746582, 'saturated': 0.7525786882858748}, 'skipped': 'thickness saturated for 75% of voxels: a region, not a sheet'}",1,0.07868038940429688,2.0,4.0,9,0.0,0.015397470939535213,0.00325
sample_00580,True,True,"[320, 320, 320]",,uint8,LZW,844393,,"[320, 320, 320]",,uint8,LZW,36210703,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2706817626953125,0.030123016357421876,0.6991952209472656,3,0.7293182373046875,0.02570894164020035,"{'fraction': 0.030123016357421876, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.735830068588257, 'saturated': 0.0}, 'components': {'n_components': 3, 'n_components_ge_min_size': 3, 'largest_component_fraction': 0.3381134690412341, 'fragment_fraction': 0.0, 'median_planarity': 0.0034050564961742146, 'worst_planarity': 0.013379752817209701}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00125, 'junctions': 5, 'radius': 5}}","{'fraction': 0.6991952209472656, 'border_touch_fraction': 0.026816544847943338, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.831980228424072, 'saturated': 0.9482263478750965}, 'skipped': 'thickness saturated for 95% of voxels: a region, not a sheet'}",1,0.030123016357421876,2.0,4.0,3,0.0,0.013379752817209701,0.00125
sample_00581,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36502325,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.29506304931640626,0.04737716674804687,0.6575597839355469,3,0.7049369506835937,0.026598123395032265,"{'fraction': 0.04737716674804687, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7648799419403076, 'saturated': 0.0}, 'components': {'n_components': 5, 'n_components_ge_min_size': 5, 'largest_component_fraction': 0.2134425796560931, 'fragment_fraction': 0.0, 'median_planarity': 0.0046339808214385155, 'worst_planarity': 0.010158567792747744}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.001, 'junctions': 4, 'radius': 5}}","{'fraction': 0.6575597839355469, 'border_touch_fraction': 0.02851451755120999, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.702849864959717, 'saturated': 0.9084583276151917}, 'skipped': 'thickness saturated for 91% of voxels: a region, not a sheet'}",1,0.04737716674804687,2.0,4.0,5,0.0,0.010158567792747744,0.001
sample_00589,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,35852399,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.5937891235351562,0.08066482543945312,0.32554605102539064,3,0.4062108764648438,0.046158291385934254,"{'fraction': 0.08066482543945312, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.669189929962158, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.11348825771548014, 'fragment_fraction': 0.0, 'median_planarity': 0.002770740289008814, 'worst_planarity': 0.012857700749899503}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0025, 'junctions': 10, 'radius': 5}}","{'fraction': 0.32554605102539064, 'border_touch_fraction': 0.05759553814565428, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.4654998779296875, 'saturated': 0.8549402375984685}, 'skipped': 'thickness saturated for 85% of voxels: a region, not a sheet'}",1,0.08066482543945312,2.0,4.0,12,0.0,0.012857700749899503,0.0025
sample_00597,True,True,"[320, 320, 320]",,uint8,LZW,1364281,,"[320, 320, 320]",,uint8,LZW,37558263,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.69472265625,0.07455029296875,0.23072705078125,3,0.30527734375,0.06141955957057491,"{'fraction': 0.07455029296875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.677609920501709, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.1250573097806509, 'fragment_fraction': 0.0, 'median_planarity': 0.0037700891254546197, 'worst_planarity': 0.006603852262402482}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.003, 'junctions': 12, 'radius': 5}}","{'fraction': 0.23072705078125, 'border_touch_fraction': 0.08126485358570586, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.169000148773193, 'saturated': 0.7781908623597705}, 'skipped': 'thickness saturated for 78% of voxels: a region, not a sheet'}",1,0.07455029296875,2.0,4.0,9,0.0,0.006603852262402482,0.003
sample_00603,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,34867321,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.4293475036621094,0.04669024658203125,0.5239622497558594,3,0.5706524963378906,0.03285712429250092,"{'fraction': 0.04669024658203125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7123498916625977, 'saturated': 0.0}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.21302320474055947, 'fragment_fraction': 0.0, 'median_planarity': 0.010824514051550549, 'worst_planarity': 0.03047154634736261}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.001, 'junctions': 4, 'radius': 5}}","{'fraction': 0.5239622497558594, 'border_touch_fraction': 0.035785020788685784, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.613790035247803, 'saturated': 0.8843909105814222}, 'skipped': 'thickness saturated for 88% of voxels: a region, not a sheet'}",1,0.04669024658203125,2.0,4.0,6,0.0,0.03047154634736261,0.001
sample_00605,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,34687984,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.29647210693359377,0.03503988647460937,0.6684880065917969,3,0.7035278930664063,0.0266513953246061,"{'fraction': 0.03503988647460937, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.6625900268554688, 'saturated': 0.0}, 'components': {'n_components': 4, 'n_components_ge_min_size': 4, 'largest_component_fraction': 0.27367406180352155, 'fragment_fraction': 0.0, 'median_planarity': 0.02024730248915703, 'worst_planarity': 0.05118638389245356}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.004, 'junctions': 16, 'radius': 5}}","{'fraction': 0.6684880065917969, 'border_touch_fraction': 0.02804837157153282, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.799290180206299, 'saturated': 0.9431378157011077}, 'skipped': 'thickness saturated for 94% of voxels: a region, not a sheet'}",1,0.03503988647460937,2.0,4.0,4,0.0,0.05118638389245356,0.004
