name,surface_class,orient_class,surface_voxels,surface_fraction,hf_energy,hf_energy_norm,dynamic_range,intensity_p50,n_samples,polarity,oriented,search_radius,noise_sigma,global_peak_offset,global_peak_offset_raw,global_peak_ci95,global_peak_ci95_width,global_offset_reliable,noise_estimate_failed,global_profile_contrast,global_profile_snr,n_cells,n_cells_considered,cell_frac_unresolved,cell_frac_low_snr,cell_size,neighbour_ridge_pos,neighbour_ridge_neg,winding_spacing,dominant_ridge_at,recommended_radius,cell_offset_median,cell_offset_mean,cell_abs_offset_median,cell_abs_offset_p90,cell_frac_ge_1vx,cell_frac_ge_2vx,cell_offset_worst,cell_snr_median,cell_voxels_median,naive_mean_signed_offset,naive_median_abs_offset,naive_frac_offset_ge_1vx,naive_median_prominence_snr,naive_frac_flat_support,overlay_png,drift_png
s1_z9472_y3072_x2560,1,,2054006,0.15626643303356233,13.8956937789917,0.07053651660680771,197.0,103.0,32934,bright,False,14.3,7.696405410766602,3.1005678176879883,3.1005678176879883,"[3.0384754657745363, 3.173880434036255]",0.13540496826171866,True,False,52.0682373046875,6.765266968895449,55,55,0.0,0.0,64,24.0,-25.5,24.0,3.5,14.3,3.266787528991699,2.793760126287287,3.274519920349121,5.479305076599122,0.9090909090909091,0.8,-11.53118896484375,210.58238649395057,556.0,-1.297598195055718,2.4420153480023146,0.7872575412438738,13.93256664276123,0.055975,,
s1_z9472_y3328_x2560,1,,2469413,0.1878701236494481,14.36758041381836,0.072563536465168,198.0,121.0,34722,bright,False,11.5,7.882296085357666,2.3682498931884766,2.3682498931884766,"[2.2716320514678956, 2.4620211601257322]",0.19038910865783665,True,False,38.83943176269531,4.927426138539039,58,58,0.0,0.0,64,21.5,-20.0,20.0,2.5,11.5,2.2327466011047363,2.9947959719033075,2.2880735397338867,6.894830131530762,0.7931034482758621,0.5862068965517241,9.349790573120117,158.1030425123318,550.0,0.8019886417432578,2.298501221463084,0.7685064265585264,11.76523208618164,0.077475,,
s1_z9472_y3328_x4096,1,,2036894,0.15496457159690133,11.127741813659668,0.0654573068022728,170.0,124.0,32571,bright,False,16.0,6.361095905303955,5.258964538574219,5.258964538574219,"[5.154135656356812, 5.373125839233398]",0.21899018287658656,True,False,34.202598571777344,5.376840576048983,54,54,0.0,0.0,64,26.0,-21.5,21.5,6.5,16.0,4.453150749206543,4.355970947830765,4.665452003479004,9.327074241638183,0.9814814814814815,0.8888888888888888,-11.160867691040039,170.24895939936314,545.0,-0.6692881301049535,2.668231427669525,0.8079185252437532,10.99708080291748,0.107875,,
s1_z9472_y3584_x2560,1,,2361661,0.17967247442533074,13.917590141296387,0.07137225568294525,195.0,118.0,34243,bright,False,11.725,7.6303019523620605,2.4876976013183594,2.4876976013183594,"[2.4099834680557253, 2.5705700159072875]",0.16058654785156223,True,False,44.391517639160156,5.817793046239563,59,59,0.0,0.0,64,20.5,-21.0,20.5,2.5,11.725,2.722296714782715,2.727787979578568,2.7785511016845703,5.056806564331056,0.847457627118644,0.6610169491525424,9.04437255859375,169.25562085497282,524.0,1.0064399377610687,2.3717191964387894,0.7790060817848863,11.96148681640625,0.07045,,
s1_z9472_y3840_x2560,1,,2241529,0.17053296892574216,12.7648344039917,0.06899910420179367,185.0,123.0,32217,bright,False,14.25,7.288179397583008,2.714437484741211,2.714437484741211,"[2.634700584411621, 2.804067516326904]",0.1693669319152833,True,False,38.99092102050781,5.349884915489106,54,54,0.0,0.0,64,25.0,-28.5,25.0,3.0,14.25,2.7966670989990234,3.004451557441994,2.871837615966797,6.3988130569458015,0.9259259259259259,0.7037037037037037,9.361703872680664,158.56432531613513,512.5,1.0280495976580946,2.409255623817444,0.7836540134302912,10.626443862915039,0.091475,,
s1_z9472_y3840_x3840,1,,2529659,0.19245357059387766,13.897793769836426,0.07127073407173157,195.0,135.0,33071,bright,False,12.025,7.103662967681885,1.1691274642944336,1.1691274642944336,"[1.0823477506637573, 1.2574140548706054]",0.1750663042068481,True,False,33.335716247558594,4.692750261269353,59,59,0.0,0.0,64,24.5,-25.5,24.5,1.0,12.025,1.1965007781982422,0.8611876196780447,1.5288867950439453,3.630720901489258,0.7627118644067796,0.3220338983050847,5.905391693115234,154.0144479329337,594.0,0.37318566827324506,2.2227281499654055,0.76347786189493,11.764554023742676,0.07985,,
s1_z9472_y3840_x4096,1,,1599489,0.1216872982388657,10.214207649230957,0.059732209891080856,171.0,104.0,32379,bright,False,14.975,5.978529453277588,3.3081226348876953,3.3081226348876953,"[3.239284896850586, 3.3798792839050296]",0.14059438705444371,True,False,41.856666564941406,7.001164231447329,48,48,0.0,0.0,64,25.5,-32.0,25.5,3.5,14.975,3.285243034362793,3.011821230252584,3.383352279663086,5.959972763061525,0.8541666666666666,0.7291666666666666,7.637882232666016,243.56278291016383,588.0,0.16064481541556017,2.5412369910627604,0.8011615628299894,13.800922393798828,0.068,,
s1_z9472_y4096_x3072,1,,2268071,0.17255225400357388,14.346553802490234,0.07032624632120132,204.0,115.0,34072,bright,False,12.275,7.408905029296875,3.368114471435547,3.368114471435547,"[3.2657679319381714, 3.4707227468490602]",0.20495481491088885,True,False,43.13019561767578,5.821399443929565,57,58,0.017241379310344827,0.0,64,21.0,-19.5,19.5,3.5,12.275,2.9676151275634766,3.2608159215826737,2.9676151275634766,6.103828430175781,0.9473684210526315,0.7543859649122807,9.402669906616211,175.18923715960065,527.0,-1.046078628077137,2.4495758172124624,0.7872031374827511,12.928838729858398,0.0666,,
s1_z9472_y4096_x3584,1,,2428999,0.1847954726383905,11.455507278442383,0.06738533824682236,170.0,115.0,34451,bright,False,13.35,6.1941237449646,2.7517452239990234,2.7517452239990234,"[2.67901668548584, 2.8245817184448243]",0.14556503295898438,True,False,33.308372497558594,5.377414767445683,58,58,0.0,0.0,64,31.5,-23.0,23.0,3.0,13.35,2.914165496826172,3.06000332996763,2.996967315673828,6.582641410827638,0.8103448275862069,0.6724137931034483,9.689491271972656,170.25250963449304,525.0,0.8653000212842923,2.3428642340004444,0.7742374337677216,12.885656356811523,0.076075,,
s1_z9472_y4096_x3840,1,,2153445,0.16383163870210685,12.410675048828125,0.06708472967147827,185.0,121.0,34170,bright,False,10.9,6.661451816558838,1.356642723083496,1.356642723083496,"[1.2824914693832397, 1.4401148796081542]",0.15762341022491455,True,False,31.378158569335938,4.710408396460521,59,59,0.0,0.0,64,22.0,-29.0,22.0,1.0,10.9,1.5371770858764648,1.5849035796472581,1.6997222900390625,4.106689071655273,0.6610169491525424,0.4067796610169492,8.193191528320312,160.08084752328693,510.0,0.5040607561213578,2.347883690148592,0.7737347118048516,12.151296615600586,0.0779,,
s1_z9600_y2560_x2560,1,,3393700,0.1256925925925926,12.038537979125977,0.06336072832345963,190.0,101.0,33577,bright,False,15.075000000000001,6.937674522399902,3.861842155456543,3.861842155456543,"[3.7676573276519774, 3.944032621383667]",0.1763752937316898,True,False,59.413818359375,8.563938560038181,85,85,0.0,0.0,64,28.5,-23.5,23.5,4.5,15.075000000000001,4.072751045227051,4.273414241566377,4.138787269592285,8.141642570495605,0.8941176470588236,0.8235294117647058,-11.840054512023926,178.28955821956248,303.0,-1.3186010176577876,2.4905974618159235,0.7927138408053885,15.099960327148438,0.058575,,
s1_z9600_y2560_x2880,1,,4441863,0.16451344444444443,14.281892776489258,0.07213076949119568,198.0,107.0,35008,bright,False,13.175,7.823991775512695,3.3275346755981445,3.3275346755981445,"[3.256292724609375, 3.403188133239746]",0.1468954086303711,True,False,54.060096740722656,6.909528830272853,92,92,0.0,0.0,64,30.0,-21.5,21.5,3.5,13.175,3.195387840270996,3.563401761262313,3.195387840270996,6.545197486877441,0.967391304347826,0.7608695652173914,11.187796592712402,148.5210001847185,310.0,-1.2180607197791773,2.3866331093013287,0.779030910609858,13.630163192749023,0.0675,,
s1_z9600_y2560_x3200,1,,4650124,0.1722268148148148,12.41022777557373,0.06818806380033493,182.0,115.0,34912,bright,False,13.9,7.062551975250244,3.627084732055664,3.627084732055664,"[3.5309621334075927, 3.693003749847412]",0.1620416164398195,True,False,42.84227752685547,6.0661185470904035,89,89,0.0,0.0,64,27.0,-22.0,22.0,4.0,13.9,3.469308853149414,3.630265557364132,3.469308853149414,6.623207092285156,0.898876404494382,0.7640449438202247,7.885278701782227,134.7956828296224,308.0,1.1302452449970417,2.467126440256834,0.7896419907373373,12.272310256958008,0.080975,,
s1_z9600_y2560_x3520,1,,4631898,0.17155177777777778,12.079703330993652,0.06710946559906006,180.0,121.0,35128,bright,False,11.5,6.9629387855529785,2.451662063598633,2.451662063598633,"[2.3828842878341674, 2.5399322509765625]",0.1570479631423951,True,False,37.95750427246094,5.451362627403373,90,90,0.0,0.0,64,23.0,-20.0,20.0,2.5,11.5,2.6264877319335938,2.8844123522440595,2.7358760833740234,5.706585693359376,0.8444444444444444,0.7,10.349170684814453,111.27091711536215,322.5,0.7307453778476907,2.41069770231843,0.787464368128139,11.5556640625,0.0812,,
s1_z9600_y2880_x2560,1,,3553336,0.13160503703703705,12.995112419128418,0.0649755597114563,200.0,99.0,32450,bright,False,16.0,7.2281670570373535,2.3813724517822266,2.3813724517822266,"[2.3067131996154786, 2.454263782501221]",0.1475505828857422,True,False,53.87738800048828,7.453810568480591,77,77,0.0,0.0,64,37.0,-35.5,35.5,2.5,16.0,2.496654510498047,2.738155885176225,2.496654510498047,6.034545135498048,0.8051948051948052,0.5844155844155844,11.423683166503906,186.5749361955702,333.0,0.9908654733852736,2.315428402274847,0.7708235452043761,15.665138244628906,0.045975,,
s1_z9600_y3200_x2560,1,,3944337,0.14608655555555555,13.377331733703613,0.06931260228157043,193.0,106.0,34311,bright,False,13.725,7.361595630645752,3.805950164794922,3.805950164794922,"[3.681550312042236, 3.9276834011077884]",0.2461330890655522,True,False,34.24989318847656,4.652509443183338,92,92,0.0,0.0,64,20.5,-25.0,20.5,4.5,13.725,3.367682456970215,3.182316567586816,3.988567352294922,7.987194681167607,0.8913043478260869,0.782608695652174,12.223257064819336,133.2354982808077,301.0,0.9567434469621166,2.589902885258198,0.7995482778091474,13.05626106262207,0.07865,,
s1_z9600_y3200_x3840,1,,4169380,0.1544214814814815,11.042593002319336,0.06310053169727325,175.0,106.0,33690,bright,False,14.35,6.019171237945557,3.6725387573242188,3.6725387573242188,"[3.5602062225341795, 3.7714372158050535]",0.21123099327087402,True,False,38.551849365234375,6.404843431301477,80,80,0.0,0.0,64,,-23.0,23.0,4.0,14.35,3.7488555908203125,3.813237464427948,3.7488555908203125,6.982626533508302,0.8875,0.775,11.435476303100586,152.79102450957896,320.5,1.0207275519437797,2.5204772539436817,0.795204417382096,14.16119384765625,0.072375,,
s1_z9600_y3520_x2560,1,,4377487,0.16212914814814816,13.174861907958984,0.06897833198308945,191.0,114.0,34566,bright,False,12.450000000000001,7.275634765625,2.858356475830078,2.858356475830078,"[2.7527995824813845, 2.9467662811279296]",0.19396669864654514,True,False,35.69812774658203,4.9065310308378915,92,92,0.0,0.0,64,24.5,-21.0,21.0,3.0,12.450000000000001,2.663670063018799,2.970970340397047,2.752000331878662,6.680465888977051,0.8695652173913043,0.6521739130434783,10.55835247039795,120.52023387666782,302.5,0.9152797880311666,2.421488642692566,0.7816603286216546,12.05052375793457,0.077725,,
s1_z9600_y3520_x3840,1,,4664464,0.17275792592592593,11.22508430480957,0.06488487869501114,173.0,123.0,36083,bright,False,10.275,5.945455074310303,1.717855453491211,1.717855453491211,"[1.627016282081604, 1.7935843229293824]",0.16656804084777832,True,False,30.56153106689453,5.140318223738289,88,88,0.0,0.0,64,19.5,-27.5,19.5,1.5,10.275,1.7405104637145996,1.6142066392031582,1.9252467155456543,4.3735960006713865,0.6931818181818182,0.4431818181818182,8.384428024291992,123.03250937726978,331.0,0.601972709924823,2.3194655403494835,0.7763135257888036,13.053506851196289,0.063075,,
s1_z9600_y3840_x3840,1,,4568343,0.1691978888888889,11.403945922851562,0.06708203256130219,170.0,120.0,35455,bright,False,11.950000000000001,6.117908000946045,2.3694372177124023,2.3694372177124023,"[2.2922374963760377, 2.463316535949707]",0.17107903957366943,True,False,34.45659637451172,5.632088022438963,87,87,0.0,0.0,64,22.5,-21.0,21.0,2.5,11.950000000000001,2.197977066040039,1.9471191099320335,2.3744993209838867,4.858308982849121,0.8275862068965517,0.632183908045977,-10.53873062133789,140.88561885672246,329.0,-0.7237262289404987,2.386059995740652,0.7840344827586206,13.248780250549316,0.061625,,
s1_z9600_y4160_x3200,1,,3812394,0.14119977777777779,13.503680229187012,0.0688963308930397,196.0,104.0,35190,bright,False,12.325000000000001,6.974210262298584,3.7851972579956055,3.7851972579956055,"[3.6780277729034423, 3.8722692489624024]",0.19424147605896014,True,False,45.385467529296875,6.507613883487731,86,86,0.0,0.0,64,18.5,-34.0,18.5,4.0,12.325000000000001,3.5352439880371094,3.8025741909825523,3.5352439880371094,7.050996780395508,0.8953488372093024,0.7906976744186046,11.465739250183105,158.73274425214447,325.0,-1.1403895829226833,2.6215601973235607,0.80677025527192,14.355749130249023,0.068325,,
s1_z9600_y4160_x3520,1,,3971048,0.14707585185185185,11.581341743469238,0.06543131172657013,177.0,101.0,33374,bright,False,16.0,6.221802711486816,4.058475494384766,4.058475494384766,"[3.9730343341827394, 4.151834011077881]",0.17879967689514142,True,False,42.39488220214844,6.813922615045019,76,76,0.0,0.0,64,36.5,-28.5,28.5,4.5,16.0,4.507695198059082,4.258854263707211,4.507695198059082,7.810672760009766,0.9473684210526315,0.8552631578947368,13.102331161499023,155.40845579669713,347.0,1.2204346992457293,2.5554053727537394,0.7970483970406905,14.75859260559082,0.072625,,
s1_z960_y1728_x3840,1,,1097658,0.21571567597821575,10.996800422668457,0.06664727628231049,165.0,138.0,33282,bright,False,9.350000000000001,6.220162391662598,3.9748125076293945,3.9748125076293945,"[3.860451889038086, 4.075872755050659]",0.2154208660125727,True,False,22.38780975341797,3.599232358214026,26,27,0.037037037037037035,0.0,64,13.0,-17.5,13.0,3.5,9.350000000000001,3.586564064025879,3.4504844592167783,3.7060585021972656,7.330418586730957,0.8461538461538461,0.8076923076923077,8.199853897094727,159.62981275066554,1185.0,-0.7810105764727949,2.581542044878006,0.7971118557523535,9.366915702819824,0.120825,,
s1_z960_y1728_x4032,1,,1047187,0.2057969345466437,11.615486145019531,0.06753189861774445,172.0,139.0,32539,bright,False,11.2,6.438086986541748,,3.0122013092041016,"[2.8120808362960816, 3.196343207359314]",0.38426237106323224,False,False,11.747390747070312,1.8246710197652183,24,27,0.1111111111111111,0.0,64,16.0,-16.0,16.0,4.0,11.2,2.1146750450134277,2.150796910127004,2.997624397277832,6.175911903381346,0.75,0.5833333333333334,7.597537040710449,149.6331008007081,1170.5,0.4423096205956516,2.556128414347768,0.7944986344127976,8.605802536010742,0.134275,,
s1_z960_y1728_x4224,1,,1142136,0.224456651615581,12.929047584533691,0.0666445717215538,194.0,139.0,33170,bright,False,9.1,6.875032424926758,0.9223613739013672,0.9223613739013672,"[0.6898747444152832, 1.1604718923568726]",0.47059714794158947,True,False,16.43810272216797,2.390985482856554,26,27,0.037037037037037035,0.0,64,23.5,-18.0,18.0,1.0,9.1,0.4906196594238281,1.220699640420767,2.0243709087371826,5.574942111968994,0.6153846153846154,0.5,7.712917327880859,161.45054779018443,1213.5,0.09737846678167353,2.350658491253853,0.7761091904350331,9.294506072998047,0.123875,,
s1_z960_y1920_x3456,1,,1096398,0.21546805627177482,12.911184310913086,0.06979018449783325,185.0,131.0,31940,bright,False,11.450000000000001,6.6152448654174805,1.8733539581298828,1.8733539581298828,"[1.8006719112396241, 1.9438356637954712]",0.14316375255584712,True,False,37.08271789550781,5.605645542973799,27,27,0.0,0.0,64,23.5,-21.0,21.0,2.0,11.450000000000001,1.539957046508789,2.0117022549664534,1.539957046508789,5.124599266052247,0.6296296296296297,0.37037037037037035,6.4327898025512695,239.12367752756307,1193.0,-0.6387788773816592,2.209726767614484,0.7586849055326065,12.952374458312988,0.0673,,
s1_z960_y1920_x4416,1,,1192830,0.2344192178047216,11.53767204284668,0.06867662072181702,168.0,137.0,32337,bright,False,9.7,6.379652500152588,2.7577381134033203,2.7577381134033203,"[2.67865309715271, 2.8486759185791017]",0.1700228214263917,True,False,22.109214782714844,3.4655829266854328,27,27,0.0,0.0,64,28.5,-16.0,16.0,2.5,9.7,2.3685131072998047,2.695415320219817,2.3685131072998047,5.91876449584961,0.8518518518518519,0.5925925925925926,7.080323219299316,157.22590395413846,1180.0,0.6160008706077764,2.5509277936071157,0.798064895886984,9.547632217407227,0.107475,,
s1_z960_y2112_x2688,1,,726961,0.14286497572540782,10.69431209564209,0.06253983825445175,171.0,110.0,27062,bright,False,16.0,5.754972457885742,6.761310577392578,6.761310577392578,"[6.481840562820435, 6.996770668029785]",0.5149301052093502,True,False,33.97700500488281,5.90393876834734,26,27,0.037037037037037035,0.0,64,,-28.0,28.0,7.5,16.0,5.424490928649902,4.78791618347168,5.997147083282471,10.820770740509033,0.9615384615384616,0.8846153846153846,13.847238540649414,296.54148297733644,972.5,0.37758944874457295,2.770515251904726,0.815544490149383,10.501792907714844,0.136575,,
s1_z960_y2112_x2880,1,,884174,0.17376103676405852,10.648636817932129,0.06155281513929367,173.0,107.0,34321,bright,False,9.875,5.539785385131836,1.6926536560058594,1.6926536560058594,"[1.6038805484771728, 1.7646352052688599]",0.1607546567916871,True,False,31.59789276123047,5.703811711918602,25,27,0.07407407407407407,0.0,64,23.5,-17.5,17.5,2.0,9.875,2.468324661254883,2.70836576461792,2.8357620239257812,8.010824203491213,0.84,0.56,9.17031478881836,315.953157349223,1344.0,-0.5847691337501366,2.272054413333535,0.7656357140279332,14.400705337524414,0.09255,,
s1_z960_y2112_x3072,1,,1051479,0.20664041373715522,11.382495880126953,0.06579477339982986,173.0,119.0,33697,bright,False,10.1,5.85013484954834,2.1272201538085938,2.1272201538085938,"[2.046947407722473, 2.1947535276412964]",0.14780611991882342,True,False,38.554786682128906,6.590409909116118,27,27,0.0,0.0,64,21.0,-18.0,18.0,2.0,10.1,2.991000175476074,3.34266436541522,2.991000175476074,7.468292617797852,0.7407407407407407,0.6296296296296297,9.543416976928711,310.8061922948143,1291.0,-0.8563592480507868,2.2406341964378953,0.7620482983421542,14.51567554473877,0.05665,,
s1_z960_y2112_x4608,1,,679971,0.133630332863773,12.240528106689453,0.06408653408288956,191.0,100.0,27287,bright,False,16.0,6.3626909255981445,6.946245193481445,6.946245193481445,"[6.8492457389831545, 7.066326999664307]",0.21708126068115252,True,False,67.66806030273438,10.635132382510475,27,27,0.0,0.0,64,31.5,-31.5,31.5,8.0,16.0,6.333230972290039,6.32650124585187,6.333230972290039,10.890488052368164,0.9259259259259259,0.8888888888888888,11.497537612915039,368.2480800892641,949.0,-1.5019629354807007,3.0457173250615597,0.8498810090433128,15.240896224975586,0.078325,,
s1_z960_y2112_x4800,1,,855875,0.16819961607154088,13.999613761901855,0.0686255544424057,204.0,102.0,31945,bright,False,10.05,6.990637302398682,2.449429512023926,2.449429512023926,"[2.338805985450745, 2.5505507707595827]",0.2117447853088379,True,False,34.524505615234375,4.938677851787284,26,27,0.037037037037037035,0.0,64,20.5,-19.0,19.0,1.5,10.05,2.384270191192627,2.1626629462608924,2.418797016143799,5.314117431640625,0.7692307692307693,0.6153846153846154,6.778475761413574,275.0319643045674,1115.0,-0.15752522963379212,2.37985273450613,0.7790599389952593,13.565853118896484,0.088875,,
s1_z960_y2112_x4992,1,,633175,0.12443381557598703,15.502318382263184,0.06889919191598892,225.0,100.0,31524,bright,False,12.775,7.317495346069336,3.8388729095458984,3.8388729095458984,"[3.6865156173706053, 4.051966810226441]",0.3654511928558355,True,False,39.83201599121094,5.443394782971348,23,27,0.14814814814814814,0.0,64,33.0,-19.5,19.5,4.0,12.775,3.3308544158935547,3.9158758495164956,3.3308544158935547,8.213934326171875,0.9130434782608695,0.782608695652174,11.90255355834961,274.67581472416555,905.0,0.6328787570835599,2.55396406725049,0.7896572641795572,14.16842269897461,0.1107,,
s1_z960_y2304_x2880,1,,808686,0.1589258650181745,11.753178596496582,0.06602909415960312,178.0,104.0,31196,bright,False,12.775,5.93714714050293,3.969259262084961,3.969259262084961,"[3.874813508987427, 4.051220893859863]",0.17640738487243635,True,False,42.76531219482422,7.203006963240195,26,26,0.0,0.0,64,28.0,-19.5,19.5,4.0,12.775,4.337061882019043,4.151806391202486,4.337061882019043,7.664299964904785,0.8846153846153846,0.7692307692307693,8.913948059082031,339.6281340168805,954.5,-0.6765877425409884,2.648192346096039,0.8061785530635656,14.758706092834473,0.07255,,
s1_z960_y2304_x3072,1,,684918,0.13460253499691852,11.312026023864746,0.06390975415706635,177.0,102.0,25840,bright,False,16.0,5.8571929931640625,6.519411087036133,6.519411087036133,"[6.43469500541687, 6.60568528175354]",0.17099027633666974,True,False,60.576629638671875,10.342262873934825,25,25,0.0,0.0,64,34.0,-36.0,34.0,7.0,16.0,6.298343658447266,5.293810882568359,6.51557731628418,10.194306945800784,1.0,0.96,-12.910058975219727,382.9219206964716,921.0,0.4487670286603767,3.0085260281339288,0.839188803199086,15.911062240600586,0.081175,,
s1_z960_y2304_x4608,1,,720780,0.14165026349881144,12.20638370513916,0.06706804037094116,182.0,103.0,29774,bright,False,14.85,6.293810844421387,4.088775634765625,4.088775634765625,"[4.017549180984497, 4.152248811721802]",0.1346996307373045,True,False,53.159645080566406,8.446336630482826,25,25,0.0,0.0,64,26.5,-23.0,23.0,4.5,14.85,3.5959014892578125,3.9709534072875976,3.5959014892578125,6.467728042602539,0.96,0.88,7.273923873901367,342.1809993209635,1147.0,-0.7170443712828162,2.6000339798629284,0.8006315331010453,15.338760375976562,0.04925,,
s1_z960_y2304_x4800,1,,883624,0.17365294879696128,16.012300491333008,0.0731155276298523,219.0,114.0,31695,bright,False,10.0,7.870065689086914,1.584803581237793,1.584803581237793,"[1.4946660995483398, 1.6567104578018188]",0.16204435825347896,True,False,41.062217712402344,5.217519056968174,27,27,0.0,0.0,64,21.0,-20.0,20.0,1.0,10.0,1.5271711349487305,1.3245308840716328,1.6760482788085938,3.9220523834228525,0.7037037037037037,0.48148148148148145,8.114042282104492,273.58651426226004,1087.0,0.4961521958009745,2.2622942980378866,0.7692954148178028,13.47225570678711,0.062125,,
s1_z960_y2304_x4992,1,,425522,0.08362510533663703,11.31124210357666,0.05360778421163559,211.0,99.0,28680,bright,False,15.575000000000001,5.8051042556762695,3.3767271041870117,3.3767271041870117,"[3.3052862167358397, 3.4562602996826173]",0.1509740829467776,True,False,62.92439270019531,10.839493991631144,22,23,0.043478260869565216,0.0,64,23.5,-24.5,23.5,5.0,15.575000000000001,3.271430015563965,3.556567148728804,3.271430015563965,6.944514465332033,0.9545454545454546,0.8636363636363636,11.363814353942871,491.92833213162106,1030.5,1.1898867462040914,2.469535807147622,0.7910158353980394,19.357421875,0.0622,,
s1_z960_y2496_x2880,1,,976978,0.19199921076131662,12.133599281311035,0.0689409077167511,176.0,128.0,28810,bright,False,14.075000000000001,6.325499534606934,3.487605094909668,3.487605094909668,"[3.397960138320923, 3.5775944232940673]",0.17963428497314426,True,False,44.992286682128906,7.112843252295761,27,27,0.0,0.0,64,26.0,-23.5,23.5,3.5,14.075000000000001,3.5268068313598633,3.77637513478597,3.5268068313598633,6.432700157165527,0.9259259259259259,0.7777777777777778,9.553420066833496,249.73337483250032,1010.0,-0.5532164973242791,2.4837603997439146,0.7890218423551757,12.66235637664795,0.073175,,
s1_z960_y2496_x3072,1,,1062706,0.20884678393097464,13.75920295715332,0.07241685688495636,190.0,121.0,29706,bright,False,13.55,6.9102277755737305,4.44242000579834,4.44242000579834,"[4.374927949905396, 4.5246813774108885]",0.1497534275054928,True,False,52.85790252685547,7.649227238745668,27,27,0.0,0.0,64,32.5,-19.0,19.0,5.0,13.55,4.004651069641113,3.9336537255181208,4.004651069641113,5.8098134994506845,1.0,0.8888888888888888,6.976868629455566,267.4378060756259,985.0,-1.5918785108021314,2.7732229325920343,0.8177990878259853,12.98138427734375,0.070075,,
s1_z960_y2496_x4608,1,,778764,0.15304548656093175,13.064380645751953,0.0713900551199913,183.0,108.0,28545,bright,False,15.925,6.627421855926514,3.613051414489746,3.613051414489746,"[3.54819917678833, 3.6726318836212157]",0.12443270683288565,True,False,53.46128845214844,8.066679564745248,27,27,0.0,0.0,64,28.0,-26.5,26.5,4.0,15.925,4.14254093170166,4.111220677693685,4.14254093170166,5.946414756774903,0.9629629629629629,0.8518518518518519,14.669585227966309,302.99517608925214,1079.0,-0.2960072297008787,2.551548257470131,0.7996062287453016,14.816183090209961,0.059225,,
s1_z960_y2496_x4800,1,,642152,0.12619800772259046,13.831748962402344,0.06881467252969742,201.0,110.0,29926,bright,False,12.450000000000001,6.917647838592529,1.791585922241211,1.791585922241211,"[1.7004841566085815, 1.8740230083465577]",0.17353885173797612,True,False,53.95344543457031,7.79939174318358,27,27,0.0,0.0,64,29.0,-21.0,21.0,3.0,12.450000000000001,2.079068183898926,2.407192830686216,2.079068183898926,5.898992347717286,0.6296296296296297,0.5185185185185185,6.416712760925293,308.05825020249716,1054.0,-0.32169086461582597,2.195208176970482,0.7571447385750033,15.153518676757812,0.049625,,
s1_z960_y2496_x4992,1,,321757,0.06323283641691926,9.343368530273438,0.04969877004623413,188.0,100.0,23339,bright,False,14.375,5.194331169128418,2.0808639526367188,2.0808639526367188,"[2.014457416534424, 2.1645262241363525]",0.15006880760192853,True,False,73.59400177001953,14.168138182527208,19,19,0.0,0.0,64,27.5,-29.5,27.5,2.0,14.375,1.2417755126953125,2.0504195564671566,1.2417755126953125,4.83616714477539,0.5789473684210527,0.42105263157894735,7.518918991088867,650.2435709607842,1203.0,-1.0637962452027565,2.240119272377342,0.7683245197135016,23.452220916748047,0.033925,,
s1_z960_y2688_x3072,1,,1154565,0.22689924314840204,12.292302131652832,0.07230766117572784,170.0,130.0,33095,bright,False,9.7,6.470131874084473,3.105069160461426,3.105069160461426,"[3.043392014503479, 3.168755388259888]",0.1253633737564086,True,False,34.09477996826172,5.269564922598452,27,27,0.0,0.0,64,16.0,-17.5,16.0,2.5,9.7,3.242938995361328,3.169163562633373,3.242938995361328,5.349661445617678,0.8888888888888888,0.6666666666666666,7.043662071228027,230.1114283852071,1211.0,0.25597109892509423,2.4447148591279984,0.7912169574294915,11.17892837524414,0.08015,,
s1_z960_y2688_x3264,1,,852789,0.1675931443143371,10.464615821838379,0.06420009583234787,163.0,107.0,28189,bright,False,16.0,5.650698661804199,5.776430130004883,5.776430130004883,"[5.708076667785645, 5.8375694274902346]",0.12949275970458984,True,False,58.39936828613281,10.334893396613474,27,27,0.0,0.0,64,27.0,-28.0,27.0,6.5,16.0,5.973024368286133,5.9080780170581955,5.973024368286133,8.224564743041993,1.0,1.0,10.237176895141602,381.4116178949289,926.0,2.0570539664550784,3.0950861126184464,0.8518229293767388,14.230283737182617,0.08005,,
s1_z960_y2688_x4608,1,,748256,0.1470499452878363,10.391584396362305,0.06414557993412018,162.0,105.0,29878,bright,False,15.575000000000001,5.605888843536377,5.028763771057129,5.028763771057129,"[4.960223007202148, 5.105760478973389]",0.14553747177124077,True,False,44.984100341796875,8.024436730254438,26,26,0.0,0.0,64,23.5,-35.0,23.5,5.0,15.575000000000001,4.484968185424805,4.376032902644231,4.484968185424805,7.596103668212891,0.8461538461538461,0.7692307692307693,9.108643531799316,333.11710939788617,865.0,1.3961616209256082,2.807917332276702,0.8233256351039261,14.059907913208008,0.071775,,
