name,has_image,has_label,label_shape,label_plane_shape,label_dtype,label_compression,label_bytes,label_header_error,image_shape,image_plane_shape,image_dtype,image_compression,image_bytes,image_header_error,shape,dtype,values,value_fractions_0,value_fractions_1,value_fractions_2,n_values,foreground_fraction,border_touch_fraction,per_class_1,per_class_2,surface_class,surface_fraction,surface_thickness_median,surface_thickness_p95,surface_components,surface_fragment_fraction,surface_worst_planarity
sample_00429,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36913342,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.24910134887695312,0.0298568115234375,0.7210418395996093,3,0.7508986511230469,0.024970080811781228,"{'fraction': 0.0298568115234375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.779510021209717, 'saturated': 0.00015536394002951915}, 'components': {'n_components': 3, 'n_components_ge_min_size': 3, 'largest_component_fraction': 0.35054091182278696, 'fragment_fraction': 0.0, 'median_planarity': 0.00706884958210013, 'worst_planarity': 0.009262258657145517}}","{'fraction': 0.7210418395996093, 'border_touch_fraction': 0.026004038836930424, 'skipped': 'fraction 0.72 exceeds sheet_fraction_max'}",1,0.0298568115234375,2.0,4.0,3,0.0,0.009262258657145517
sample_00430,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,37448994,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.5303977661132813,0.0690067138671875,0.40059552001953125,3,0.46960223388671873,0.039927408021067944,"{'fraction': 0.0690067138671875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.751889944076538, 'saturated': 1.3267221295482246e-06}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.16863522747977633, 'fragment_fraction': 0.0, 'median_planarity': 0.013658410898012022, 'worst_planarity': 0.0208547347898436}}","{'fraction': 0.40059552001953125, 'border_touch_fraction': 0.046805316242892164, 'skipped': 'fraction 0.40 exceeds sheet_fraction_max'}",1,0.0690067138671875,2.0,4.0,7,0.0,0.0208547347898436
sample_00431,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36369072,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.42449771118164065,0.0556239013671875,0.5198783874511719,3,0.5755022888183594,0.03258023532538529,"{'fraction': 0.0556239013671875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6938700675964355, 'saturated': 0.00037143026437934384}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.171585420182544, 'fragment_fraction': 0.0, 'median_planarity': 0.0021268434694195378, 'worst_planarity': 0.003499112651864133}}","{'fraction': 0.5198783874511719, 'border_touch_fraction': 0.03606612710316034, 'skipped': 'fraction 0.52 exceeds sheet_fraction_max'}",1,0.0556239013671875,2.0,4.0,8,0.0,0.003499112651864133
sample_00432,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36426374,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.0556951904296875,0.013288482666015625,0.9310163269042969,3,0.9443048095703125,0.01985587684185557,"{'fraction': 0.013288482666015625, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.616499900817871, 'saturated': 0.00010793754320372407}, 'components': {'n_components': 4, 'n_components_ge_min_size': 4, 'largest_component_fraction': 0.5617529057016285, 'fragment_fraction': 0.0, 'median_planarity': 0.0015469237684555721, 'worst_planarity': 0.001799238697818252}}","{'fraction': 0.9310163269042969, 'border_touch_fraction': 0.02013928161963092, 'skipped': 'fraction 0.93 exceeds sheet_fraction_max'}",1,0.013288482666015625,2.0,4.0,4,0.0,0.001799238697818252
sample_00433,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,38155404,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.604614990234375,0.08451205444335938,0.3108729553222656,3,0.395385009765625,0.04742213168656688,"{'fraction': 0.08451205444335938, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7346699237823486, 'saturated': 1.0833097713458065e-06}, 'components': {'n_components': 14, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.11694581753957962, 'fragment_fraction': 0.0, 'median_planarity': 0.0036616578878554485, 'worst_planarity': 0.030597092244568667}}","{'fraction': 0.3108729553222656, 'border_touch_fraction': 0.06031402757619383, 'skipped': 'fraction 0.31 exceeds sheet_fraction_max'}",1,0.08451205444335938,2.0,4.0,14,0.0,0.030597092244568667
sample_00434,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,38016270,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.33930325317382815,0.04919818115234375,0.6114985656738281,3,0.6606967468261719,0.02837913171219699,"{'fraction': 0.04919818115234375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.680919885635376, 'saturated': 0.000238815080210852}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.1891465059182719, 'fragment_fraction': 0.0, 'median_planarity': 0.0050900867405850765, 'worst_planarity': 0.014241257102204407}}","{'fraction': 0.6114985656738281, 'border_touch_fraction': 0.03066237772665718, 'skipped': 'fraction 0.61 exceeds sheet_fraction_max'}",1,0.04919818115234375,2.0,4.0,8,0.0,0.014241257102204407
sample_00435,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,37925386,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.26397659301757814,0.048230438232421874,0.68779296875,3,0.7360234069824219,0.025474733306202854,"{'fraction': 0.048230438232421874, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.674880027770996, 'saturated': 0.0002043766985253873}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.19203120699309992, 'fragment_fraction': 0.0, 'median_planarity': 0.011797082145544917, 'worst_planarity': 0.017750135727678498}}","{'fraction': 0.68779296875, 'border_touch_fraction': 0.027261110322305836, 'skipped': 'fraction 0.69 exceeds sheet_fraction_max'}",1,0.048230438232421874,2.0,4.0,6,0.0,0.017750135727678498
sample_00436,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,38350038,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.4829644470214844,0.062377044677734375,0.45465850830078125,3,0.5170355529785157,0.03626443073785898,"{'fraction': 0.062377044677734375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.675189971923828, 'saturated': 4.892437319316174e-07}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.14797274521018156, 'fragment_fraction': 0.0, 'median_planarity': 0.00398730233879565, 'worst_planarity': 0.009114024024100185}}","{'fraction': 0.45465850830078125, 'border_touch_fraction': 0.041239742922826506, 'skipped': 'fraction 0.45 exceeds sheet_fraction_max'}",1,0.062377044677734375,2.0,4.0,7,0.0,0.009114024024100185
sample_00437,True,True,"[320, 320, 320]",,uint8,LZW,868681,,"[320, 320, 320]",,uint8,LZW,37266376,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.26900674438476563,0.03647476196289062,0.6945184936523437,3,0.7309932556152344,0.025650031455104493,"{'fraction': 0.03647476196289062, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.667059898376465, 'saturated': 0.00024849293635819796}, 'components': {'n_components': 4, 'n_components_ge_min_size': 4, 'largest_component_fraction': 0.250623951539694, 'fragment_fraction': 0.0, 'median_planarity': 0.004541238818217932, 'worst_planarity': 0.011433513116904704}}","{'fraction': 0.6945184936523437, 'border_touch_fraction': 0.02699712127375793, 'skipped': 'fraction 0.69 exceeds sheet_fraction_max'}",1,0.03647476196289062,2.0,4.0,4,0.0,0.011433513116904704
sample_00438,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,35432703,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.3520736389160156,0.0300328369140625,0.6178935241699218,3,0.6479263610839844,0.028938473762097204,"{'fraction': 0.0300328369140625, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.721450090408325, 'saturated': 6.096842242174703e-06}, 'components': {'n_components': 5, 'n_components_ge_min_size': 5, 'largest_component_fraction': 0.3475586211381585, 'fragment_fraction': 0.0, 'median_planarity': 0.019842384498292086, 'worst_planarity': 0.02178642820563902}}","{'fraction': 0.6178935241699218, 'border_touch_fraction': 0.030345034001106823, 'skipped': 'fraction 0.62 exceeds sheet_fraction_max'}",1,0.0300328369140625,2.0,4.0,5,0.0,0.02178642820563902
sample_00439,True,True,"[320, 320, 320]",,uint8,LZW,624713,,"[320, 320, 320]",,uint8,LZW,37940588,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.10681365966796875,0.01819940185546875,0.8749869384765625,3,0.8931863403320313,0.0209922601290901,"{'fraction': 0.01819940185546875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6646199226379395, 'saturated': 0.0001727150470019686}, 'components': {'n_components': 2, 'n_components_ge_min_size': 2, 'largest_component_fraction': 0.5003705827707517, 'fragment_fraction': 0.0, 'median_planarity': 0.005077551236424831, 'worst_planarity': 0.006742310802553103}}","{'fraction': 0.8749869384765625, 'border_touch_fraction': 0.021428891307389772, 'skipped': 'fraction 0.87 exceeds sheet_fraction_max'}",1,0.01819940185546875,2.0,4.0,2,0.0,0.006742310802553103
sample_00440,True,True,"[320, 320, 320]",,uint8,LZW,882153,,"[320, 320, 320]",,uint8,LZW,36189391,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2468427734375,0.04585867309570312,0.7072985534667968,3,0.7531572265625,0.024895200283182903,"{'fraction': 0.04585867309570312, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.738990068435669, 'saturated': 0.0003660085832340119}, 'components': {'n_components': 5, 'n_components_ge_min_size': 5, 'largest_component_fraction': 0.2554393866494709, 'fragment_fraction': 0.0, 'median_planarity': 0.004506868272311606, 'worst_planarity': 0.010278965925736835}}","{'fraction': 0.7072985534667968, 'border_touch_fraction': 0.02650931478383151, 'skipped': 'fraction 0.71 exceeds sheet_fraction_max'}",1,0.04585867309570312,2.0,4.0,5,0.0,0.010278965925736835
sample_00441,True,True,"[320, 320, 320]",,uint8,LZW,754889,,"[320, 320, 320]",,uint8,LZW,37449432,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.16557733154296875,0.028410919189453127,0.8060117492675781,3,0.8344226684570313,0.022470626348959903,"{'fraction': 0.028410919189453127, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.704900026321411, 'saturated': 0.0003050584928176986}, 'components': {'n_components': 3, 'n_components_ge_min_size': 3, 'largest_component_fraction': 0.33830127533784693, 'fragment_fraction': 0.0, 'median_planarity': 0.003347621182753356, 'worst_planarity': 0.007334212077159763}}","{'fraction': 0.8060117492675781, 'border_touch_fraction': 0.02326268818914625, 'skipped': 'fraction 0.81 exceeds sheet_fraction_max'}",1,0.028410919189453127,2.0,4.0,3,0.0,0.007334212077159763
sample_00442,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36723549,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.5094772033691406,0.04192803955078125,0.4485947570800781,3,0.49052279663085935,0.03822452315933896,"{'fraction': 0.04192803955078125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 10.0, 'mean': 2.7374799251556396, 'saturated': 8.00641677912043e-06}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.24111105773499925, 'fragment_fraction': 0.0, 'median_planarity': 0.010178576557255885, 'worst_planarity': 0.016437593684547506}}","{'fraction': 0.4485947570800781, 'border_touch_fraction': 0.041797189343104516, 'skipped': 'fraction 0.45 exceeds sheet_fraction_max'}",1,0.04192803955078125,2.0,4.0,6,0.0,0.016437593684547506
sample_00443,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,37365870,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.26512347412109377,0.04151287841796875,0.6933636474609375,3,0.7348765258789063,0.025514490311927103,"{'fraction': 0.04151287841796875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.768090009689331, 'saturated': 7.351351987143956e-07}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.24966661618738303, 'fragment_fraction': 0.0, 'median_planarity': 0.005845975903064843, 'worst_planarity': 0.0227633096478405}}","{'fraction': 0.6933636474609375, 'border_touch_fraction': 0.027042086888549102, 'skipped': 'fraction 0.69 exceeds sheet_fraction_max'}",1,0.04151287841796875,2.0,4.0,7,0.0,0.0227633096478405
sample_00444,True,True,"[320, 320, 320]",,uint8,LZW,633977,,"[320, 320, 320]",,uint8,LZW,36589500,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.1579080810546875,0.027997314453125,0.8140946044921875,3,0.8420919189453125,0.022265977832305585,"{'fraction': 0.027997314453125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.734869956970215, 'saturated': 0.0002005633213286012}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.2854953478029596, 'fragment_fraction': 0.0, 'median_planarity': 0.002345333324036446, 'worst_planarity': 0.01949826564484302}}","{'fraction': 0.8140946044921875, 'border_touch_fraction': 0.02303172124779748, 'skipped': 'fraction 0.81 exceeds sheet_fraction_max'}",1,0.027997314453125,2.0,4.0,8,0.0,0.01949826564484302
sample_00445,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36498272,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.42831097412109376,0.0651856689453125,0.5065033569335937,3,0.5716890258789062,0.032797551030779415,"{'fraction': 0.0651856689453125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.689769983291626, 'saturated': 9.363278345920701e-07}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.14514064580403407, 'fragment_fraction': 0.0, 'median_planarity': 0.009724721214899083, 'worst_planarity': 0.03660978523554425}}","{'fraction': 0.5065033569335937, 'border_touch_fraction': 0.03701851082194952, 'skipped': 'fraction 0.51 exceeds sheet_fraction_max'}",1,0.0651856689453125,2.0,4.0,7,0.0,0.03660978523554425
sample_00446,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36093779,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2715501403808594,0.0378851318359375,0.6905647277832031,3,0.7284498596191407,0.025739589008642493,"{'fraction': 0.0378851318359375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.708940029144287, 'saturated': 4.027645760500072e-06}, 'components': {'n_components': 5, 'n_components_ge_min_size': 5, 'largest_component_fraction': 0.25619371365049703, 'fragment_fraction': 0.0, 'median_planarity': 0.009433207639664364, 'worst_planarity': 0.011453906236571124}}","{'fraction': 0.6905647277832031, 'border_touch_fraction': 0.027151690849009598, 'skipped': 'fraction 0.69 exceeds sheet_fraction_max'}",1,0.0378851318359375,2.0,4.0,5,0.0,0.011453906236571124
sample_00447,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,34873713,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.7126695556640625,0.04087078857421875,0.24645965576171874,3,0.2873304443359375,0.06525587653384235,"{'fraction': 0.04087078857421875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.696549892425537, 'saturated': 1.1200265222280464e-05}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.22651939064583715, 'fragment_fraction': 0.0, 'median_planarity': 0.006041116356521706, 'worst_planarity': 0.02132754840779998}}","{'fraction': 0.24645965576171874, 'border_touch_fraction': 0.07607736017503737, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.230460166931152, 'saturated': 0.806822692945385}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.2566401622263872, 'worst_planarity': 0.2566401622263872}}",1,0.04087078857421875,2.0,4.0,9,0.0,0.02132754840779998
sample_00448,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36099877,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.45012579345703124,0.05781015014648438,0.4920640563964844,3,0.5498742065429687,0.03409870798974242,"{'fraction': 0.05781015014648438, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.651439905166626, 'saturated': 6.22913832540702e-05}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.15778090642408923, 'fragment_fraction': 0.0, 'median_planarity': 0.0043378808094383815, 'worst_planarity': 0.013774968243313134}}","{'fraction': 0.4920640563964844, 'border_touch_fraction': 0.0381047950084207, 'skipped': 'fraction 0.49 exceeds sheet_fraction_max'}",1,0.05781015014648438,2.0,4.0,8,0.0,0.013774968243313134
sample_00449,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,35374720,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.5614702453613282,0.08621578979492188,0.35231396484375,3,0.4385297546386719,0.04275650580528824,"{'fraction': 0.08621578979492188, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6589601039886475, 'saturated': 9.698706496965261e-05}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.10676435222728671, 'fragment_fraction': 0.0, 'median_planarity': 0.0020803555297987096, 'worst_planarity': 0.004841759163083382}}","{'fraction': 0.35231396484375, 'border_touch_fraction': 0.05321957648858897, 'skipped': 'fraction 0.35 exceeds sheet_fraction_max'}",1,0.08621578979492188,2.0,4.0,13,0.0,0.004841759163083382
sample_00450,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36188042,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.33303863525390626,0.06204736328125,0.6049140014648438,3,0.6669613647460938,0.02811257291812991,"{'fraction': 0.06204736328125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6792900562286377, 'saturated': 9.83686542381151e-07}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.15003629803341387, 'fragment_fraction': 0.0, 'median_planarity': 0.0054832332118687046, 'worst_planarity': 0.007902459373362892}}","{'fraction': 0.6049140014648438, 'border_touch_fraction': 0.03099614152523416, 'skipped': 'fraction 0.60 exceeds sheet_fraction_max'}",1,0.06204736328125,2.0,4.0,12,0.0,0.007902459373362892
sample_00451,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36509565,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.4696287536621094,0.08037545776367187,0.44999578857421874,3,0.5303712463378907,0.035352595242417593,"{'fraction': 0.08037545776367187, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.706899881362915, 'saturated': 2.278126605367342e-06}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.118029739424082, 'fragment_fraction': 0.0, 'median_planarity': 0.0015542430149024465, 'worst_planarity': 0.003411663442151627}}","{'fraction': 0.44999578857421874, 'border_touch_fraction': 0.0416670566171477, 'skipped': 'fraction 0.45 exceeds sheet_fraction_max'}",1,0.08037545776367187,2.0,4.0,9,0.0,0.003411663442151627
sample_00452,True,True,"[320, 320, 320]",,uint8,LZW,742825,,"[320, 320, 320]",,uint8,LZW,37115395,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.18302621459960938,0.032898834228515625,0.784074951171875,3,0.8169737854003907,0.022950552802389876,"{'fraction': 0.032898834228515625, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.7432498931884766, 'saturated': 2.2262851926988977e-05}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.21194142272610478, 'fragment_fraction': 0.0, 'median_planarity': 0.0032912549993856155, 'worst_planarity': 0.008681130698037831}}","{'fraction': 0.784074951171875, 'border_touch_fraction': 0.023913530169502713, 'skipped': 'fraction 0.78 exceeds sheet_fraction_max'}",1,0.032898834228515625,2.0,4.0,10,0.0,0.008681130698037831
sample_00453,True,True,"[320, 320, 320]",,uint8,LZW,1117529,,"[320, 320, 320]",,uint8,LZW,37190632,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.37911721801757814,0.055740966796875,0.5651418151855468,3,0.6208827819824219,0.030198936971859595,"{'fraction': 0.055740966796875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7805399894714355, 'saturated': 0.00022611304557300222}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.16482600792764382, 'fragment_fraction': 0.0, 'median_planarity': 0.006921451213658953, 'worst_planarity': 0.02060733070959261}}","{'fraction': 0.5651418151855468, 'border_touch_fraction': 0.0331775131412706, 'skipped': 'fraction 0.57 exceeds sheet_fraction_max'}",1,0.055740966796875,2.0,4.0,11,0.0,0.02060733070959261
sample_00454,True,True,"[320, 320, 320]",,uint8,LZW,1190121,,"[320, 320, 320]",,uint8,LZW,37780016,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.4435789794921875,0.06314846801757812,0.4932725524902344,3,0.5564210205078125,0.03369750478313703,"{'fraction': 0.06314846801757812, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.731829881668091, 'saturated': 0.0004363902072684341}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.1546063330222704, 'fragment_fraction': 0.0, 'median_planarity': 0.005937132892157713, 'worst_planarity': 0.007545619836528847}}","{'fraction': 0.4932725524902344, 'border_touch_fraction': 0.038011439933851185, 'skipped': 'fraction 0.49 exceeds sheet_fraction_max'}",1,0.06314846801757812,2.0,4.0,7,0.0,0.007545619836528847
sample_00455,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,37600236,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.5079437561035156,0.056736602783203124,0.43531964111328125,3,0.4920562438964844,0.038105400007777374,"{'fraction': 0.056736602783203124, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7790300846099854, 'saturated': 2.6894083032791954e-06}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.18704565808476478, 'fragment_fraction': 0.0, 'median_planarity': 0.006128446806755809, 'worst_planarity': 0.026946276653741864}}","{'fraction': 0.43531964111328125, 'border_touch_fraction': 0.0430717988098331, 'skipped': 'fraction 0.44 exceeds sheet_fraction_max'}",1,0.056736602783203124,2.0,4.0,8,0.0,0.026946276653741864
sample_00456,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36843558,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.16048275756835936,0.02890283203125,0.8106144104003906,3,0.8395172424316406,0.022334264327545074,"{'fraction': 0.02890283203125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7469899654388428, 'saturated': 0.0005353251229030459}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.34459205480377747, 'fragment_fraction': 0.0, 'median_planarity': 0.004288204112682256, 'worst_planarity': 0.013038913401113244}}","{'fraction': 0.8106144104003906, 'border_touch_fraction': 0.02313060286053726, 'skipped': 'fraction 0.81 exceeds sheet_fraction_max'}",1,0.02890283203125,2.0,4.0,8,0.0,0.013038913401113244
sample_00457,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,37290584,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.4298018798828125,0.053555084228515626,0.5166430358886719,3,0.5701981201171875,0.03288330729001086,"{'fraction': 0.053555084228515626, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.770430088043213, 'saturated': 0.0003783706470992818}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.1982633699034642, 'fragment_fraction': 0.0, 'median_planarity': 0.007999886651985186, 'worst_planarity': 0.03642252063496609}}","{'fraction': 0.5166430358886719, 'border_touch_fraction': 0.03629198246667225, 'skipped': 'fraction 0.52 exceeds sheet_fraction_max'}",1,0.053555084228515626,2.0,4.0,12,0.0,0.03642252063496609
sample_00458,True,True,"[320, 320, 320]",,uint8,LZW,865017,,"[320, 320, 320]",,uint8,LZW,37707147,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.18583624267578125,0.03856527709960938,0.7755984802246094,3,0.8141637573242188,0.023029764996691345,"{'fraction': 0.03856527709960938, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.7270801067352295, 'saturated': 7.913226721067463e-07}, 'components': {'n_components': 4, 'n_components_ge_min_size': 4, 'largest_component_fraction': 0.25272788708141997, 'fragment_fraction': 0.0, 'median_planarity': 0.007287699755403533, 'worst_planarity': 0.007659255432378686}}","{'fraction': 0.7755984802246094, 'border_touch_fraction': 0.024174879758106404, 'skipped': 'fraction 0.78 exceeds sheet_fraction_max'}",1,0.03856527709960938,2.0,4.0,4,0.0,0.007659255432378686
sample_00459,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,37262350,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.4340451049804688,0.05611871337890625,0.509836181640625,3,0.5659548950195312,0.033129848623984305,"{'fraction': 0.05611871337890625, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6833999156951904, 'saturated': 5.438039521496027e-07}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.16639204567083113, 'fragment_fraction': 0.0, 'median_planarity': 0.009746238992667163, 'worst_planarity': 0.01532355207656739}}","{'fraction': 0.509836181640625, 'border_touch_fraction': 0.03677651895882227, 'skipped': 'fraction 0.51 exceeds sheet_fraction_max'}",1,0.05611871337890625,2.0,4.0,13,0.0,0.01532355207656739
