name,has_image,has_label,label_shape,label_plane_shape,label_dtype,label_compression,label_bytes,label_header_error,image_shape,image_plane_shape,image_dtype,image_compression,image_bytes,image_header_error
sample_00680,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00680.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00680.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00681,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00681.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00681.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00682,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00682.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00682.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00683,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00683.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00683.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00684,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00684.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00684.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00685,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00685.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00685.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00686,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00686.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00686.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00687,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00687.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00687.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00688,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00688.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00688.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00689,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00689.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00689.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00690,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00690.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00690.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00692,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00692.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00692.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00693,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00693.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00693.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00694,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00694.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00694.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00695,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00695.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00695.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00696,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00696.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00696.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00697,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00697.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00697.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00698,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00698.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00698.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00699,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00699.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00699.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00700,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00700.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00700.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00701,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00701.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00701.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00702,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00702.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00702.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00703,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00703.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00703.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00704,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00704.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00704.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00705,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00705.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00705.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00706,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00706.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00706.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00707,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00707.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00707.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00708,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00708.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00708.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00709,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00709.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00709.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00710,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00710.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00710.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00711,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00711.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00711.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00712,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00712.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00712.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00713,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00713.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00713.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00714,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00714.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00714.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00715,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00715.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00715.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00716,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00716.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00716.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00718,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00718.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00718.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00719,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00719.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00719.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
sample_00720,True,True,,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/labels/sample_00720.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,"range request failed: ConnectionError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /buckets/scrollprize/datasets/resolve/surfaces/kaggle/images/sample_00720.tif (Caused by NameResolutionError(""HTTPSConnection(host='huggingface.co', port=443): Failed to resolve 'huggingface.co' ([Errno 8] nodename nor servname provided, or not known)""))"
